Burg Altleiningen,Burgstraße,Altleiningen,1100!um 1100/20,"um 1100/20 gegründete Spornanlage, nach Zerstörung im Bauernkrieg seit 1532 schlossartiger Wiederaufbau; im Südwesten staufische Buckelquadermauer, wohl Rest des Bergfrieds, 13. Jahrhundert, am dreigeschossigen Nordflügel Mauersubstanz des 16. und 17. Jahrhunderts; landschaftsprägend",//commons.wikimedia.org/wiki/Category:Burg_Altleiningen,49.511434,8.08245
Wohnhaus,Stadtmauergasse 46,Deidesheim,1689!nach 1689,"kleines, einfaches Wohnhaus, nach dem Brand von 1689 an der Stadtbefestigung errichtet; rückwärtige einbezogen Teile der Stadtmauer und eines halbrunden Stadtmauerturmes",Kein Bild vorhanden,49.407739,8.188076
Keller,"Turmstraße, zu Nr. 1",Deidesheim,1600!17. und 18. Jahrhundert,"tonnengewölbte Keller, 17. und 18. Jahrhundert; ehemaliger Schlussstein, bezeichnet 1629",Kein Bild vorhanden,49.406818,8.185652
Torfahrt,"Weedgasse, an Nr. 9/11",Deidesheim,1591,"Torfahrt, bezeichnet 1591",Kein Bild vorhanden,49.407015,8.185771
Protestantische Pfarrkirche,Weedgasse 10/12,Deidesheim,1874,"Protestantische Pfarrkirche; schlichter Saalbau, 1874 (Umbau einer Scheune, 1864, Architekt Heinrich Erfle, Bad Dürkheim), Erweiterung 1956, Architekt Fritz Höckelsberger, Deidesheim; neuromanischer Turm, 1890/91, Architekt Conrad Rettinger, Neustadt an der Weinstraße",Kein Bild vorhanden,49.408724,8.185337
Putzbau,Weingasse 5,Deidesheim,1803,"nachbarocker Putzbau, 1803, auf Resten um 1600",Kein Bild vorhanden,49.409098,8.185517
Torfahrt,"Weingasse, an Nr. 11",Deidesheim,1707,"Torfahrt, bezeichnet 1707",Kein Bild vorhanden,49.408705,8.185735
Torfahrtfragment,"Weingasse, an Nr. 14",Deidesheim,1600!um 1600,"Torfahrtfragment, Renaissance-Sandsteinpfeiler, um 1600",Kein Bild vorhanden,49.408852,8.185682
Toranlage,"Weingasse, zwischen Nr. 16 und 22",Deidesheim,1493,"Reste der spätmittelalterlichen Toranlage, zwei Sandsteinpfeiler, einer bezeichnet 1493",//commons.wikimedia.org/wiki/Category:Weinstra%C3%9Fe_10_(Deidesheim),49.408991,8.185629
Torfahrt,"Weingasse, an Nr. 24",Deidesheim,,"Renaissance-Pfosten und Korbbogen, bezeichnet 1631 und 1775",Kein Bild vorhanden,49.409062,8.185591
Wohnhaus,Weingasse 26,Deidesheim,1700!18. Jahrhundert,"spätbarockes L-förmiges Wohnhaus, 18. Jahrhundert, wohl über älteren Resten, Renaissance-Torfahrt, bezeichnet 1600, hofseitig hölzerne Galerie",Kein Bild vorhanden,49.40917,8.18557
Wohnhaus,Weingasse 28,Deidesheim,1721,"spätbarockes Wohnhaus mit Torfahrt, bezeichnet 1721, wohl über Resten des 17. und 18. Jahrhunderts",Kein Bild vorhanden,49.411748,8.190716
Villa,Weinstraße 3,Deidesheim,1886!1886–89,"repräsentative Villa, 1886–89, Architekten Schaepers und Voß, Mannheim; späthistoristischer sandsteingegliederter Backsteinbau mit Krüppelwalmdach, Ökonomie mit Fachwerkkniestock und Krüppelwalmdach, bezeichnet 1886",Kein Bild vorhanden,49.410981,8.187711
Wohnhaus,Weinstraße 4,Deidesheim,1850!um 1850,"Wohnhaus der Weinkellerei Eckel; großvolumiger eingeschossiger Putzbau über Hochkeller, Kreuzdach, um 1850",Kein Bild vorhanden,49.410963,8.188334
Villa,Weinstraße 5,Deidesheim,1890,"anspruchsvolle späthistoristische Villa, 1890, Architekt Fr. Huber, Neustadt; kubischer Walmdachbau, Gartenpavillon mit Zeltdach, 1789",Kein Bild vorhanden,49.410602,8.186467
Winzergut,Weinstraße 10,Deidesheim,1847!1847–49,"Winzergut, 1847–49, Architekt Hermann Nebel, Koblenz; zweieinhalbgeschossiger kubischer Sandsteinquaderbau, Walmdach mit Aussichtsplattform, Garten mit Grotte und neubarocker Puttengruppe; Packhalle, 1905",Kein Bild vorhanden,49.409999,8.186528
Putzbau,Weinstraße 14,Deidesheim,1824,"nachbarocker Putzbau mit Krüppelwalmdach, Nebentrakt mit Torfahrt, bezeichnet 1824",Kein Bild vorhanden,49.409599,8.1866
Weingut Reichsrat von Buhl,Weinstraße 16 und 18,Deidesheim,1770!um 1770,"stattlicher spätbarocker Winzerhof; Nr. 16 Flügelbau mit Walmdach, um 1770; Nr. 18 Winkelbau mit Walmdach, bezeichnet 1789; Toranlage spätes 18. Jahrhundert; Nebengebäude 18. und 19. Jahrhundert; straßenbildprägend",Kein Bild vorhanden,49.409243,8.186863
Winzerhof,Weinstraße 19,Deidesheim,1783,"spätbarocker Winzerhof; Winkelbau, teilweise Fachwerk, mit Torfahrt, bezeichnet 1783",Kein Bild vorhanden,49.409283,8.186542
Winzerhaus,Weinstraße 20,Deidesheim,1775!spätes 18. Jahrhundert,"spätbarockes Winzerhaus mit Torfahrt, spätes 18. Jahrhundert",Kein Bild vorhanden,49.409107,8.186897
Weingut Georg Siben Erben,Weinstraße 21,Deidesheim,1830!um 1830/40,"Dreiseithof, um 1830/40; historisierender Sandsteinquaderbau, Kuhstall mit Stutzkuppelgewölbe",//commons.wikimedia.org/wiki/Category:Spital_(Deidesheim),49.408759,8.187015
Winzerhof,Weinstraße 23,Deidesheim,1700!18. oder 19. Jahrhundert,"ehemaliger Winzerhof, 18. oder 19. Jahrhundert; spätbarocker Walmdachbau auf L-förmigem Grundriss, Torfahrt bezeichnet 1777, Erweiterung um 1890, Treppenhausturm mit Walmdach; spätbarocke Walmdach-Scheune",Kein Bild vorhanden,49.408589,8.187085
Spolie,"Weinstraße, zu Nr. 25",Deidesheim,1593,"Stein mit Steinmetzzeichen an einem Nebengebäude, bezeichnet 1593",Kein Bild vorhanden,49.408983,8.186722
Hofanlage,Weinstraße 26,Deidesheim,1738,"spätbarocke Hofanlage; sandsteingegliederter Putzbau, bezeichnet 1738, im Hof offene Galerie, Torfahrt wohl von 1595, Scheune über Resten von 1595",Kein Bild vorhanden,49.408514,8.187123
Torfahrt,"Weinstraße, an Nr. 27",Deidesheim,1600!um 1600,"Torfahrt, um 1600",Kein Bild vorhanden,49.408888,8.186762
Torfahrt,"Weinstraße, an Nr. 28",Deidesheim,1775,"Torfahrt, spätbarock, bezeichnet 1775",Kein Bild vorhanden,49.408204,8.187337
Deidesheimer Hof,Weinstraße 29,Deidesheim,1703,"barocke, im frühen 20. Jahrhundert überformte Hofanlage; stattlicher Winkelbau, bezeichnet 1703, Nischenfigur um 1710; platzbildprägend",Kein Bild vorhanden,49.407624,8.187349
Wohnhaus und Gasthaus „Zur Kanne“,Weinstraße 31,Deidesheim,1710!um 1710,"spätbarocker Mansardgiebeldachbau, um 1710 auf älteren Resten, Umbau 1731 und kurz nach 1876; rückwärtig Torbogen und Gewändereste einer ehemaligen Gartenpforte, um 1600; platzbildprägend",//commons.wikimedia.org/wiki/Category:Weinstra%C3%9Fe_80_(Deidesheim),49.408721,8.186843
Wohnhaus,Weinstraße 32,Deidesheim,1900!um 1900,"gründerzeitlicher Gelbsandsteinbau mit Mansardwalmdach, um 1900",Kein Bild vorhanden,49.408521,8.186953
Hofanlage,Weinstraße 34,Deidesheim,1500!16. und 17. Jahrhundert,"ehemalige Hofanlage, im Kern aus dem 16. und 17. Jahrhundert, heutige Erscheinung aus dem 18. Jahrhundert mit Veränderungen; Wohnhaus mit spätgotischer Torfahrt, bezeichnet 1546; ehemalige Küche, 16. Jahrhundert; bei der Scheune, 18. Jahrhundert, Kellerabgang bezeichnet 1630",Kein Bild vorhanden,49.407468,8.18725
Adelshof der Übelhirn von Böhl,Weinstraße 35,Deidesheim,1500!vor 1500,"wohl Teil des ehemaligen Adelshofes der Übelhirn von Böhl; Komplex aus zwei Wohnhäusern, im Kern eventuell mittelalterlich, im 16. Jahrhundert, um 1700 und später verändert; Walmdachbau, teilweise Fachwerk, bezeichnet 1700, Kellerabgang bezeichnet 1561 (?), rückwärtiges Wohnhaus, teilweise Fachwerk, wohl um 1700, mit spätgotischer Biforie, 14. Jahrhundert, Torfahrt mit Wappen, bezeichnet 1598",Kein Bild vorhanden,49.407233,8.187139
Spitalkapelle und ehemaliges Bürgerspital,Weinstraße 39/41,Deidesheim,1450!zweite Hälfte des 15. Jahrhunderts,"spätgotische Spitalkapelle, zweite Hälfte des 15. Jahrhunderts, Dachreiter 18. oder 19. Jahrhundert; ehemaliges Bürgerspital, Sakristeianbau, 1745, Architekt Johann Georg Stahl, Bruchsal; zwei Priestergrabsteine, 18. Jahrhundert; sogenannter Pfründnerbau mit Walmdach, im Kern aus dem 16. Jahrhundert, nach 1945 vereinfacht wiederaufgebaut; Brücke über die Spitalgasse; sogenannter Küchel- und Zwerchbau, 1743/44, Architekt Johann Georg Stahl; Bruchsteinmauer, Pforte mit Spolien des 16. Jahrhunderts",Kein Bild vorhanden,49.40744,8.18709
Weingut Dietz-Matti,Weinstraße 40,Deidesheim,1487,"Vierseithof; großvolumiges Eckwohnhaus, im Kern eventuell spätgotisch, bezeichnet 1487, Fachwerkobergeschoss um 1700",Kein Bild vorhanden,49.406676,8.18677
Winzerhof,Weinstraße 49 und 51,Deidesheim,1775!spätes 18. Jahrhundert,"ehemaliger Winzerhof, spätes 18. Jahrhundert; Nr. 51 spätbarocker Walmdachbau, klassizistische Toranlagen; Nr. 49 ehemaliges Altenteil, Aufstockung 1840/50, Schuppen um 1880; straßenbildprägend",Kein Bild vorhanden,49.406757,8.186647
Wohnhaus,Weinstraße 50,Deidesheim,1775!spätes 18. Jahrhundert,"spätbarockes Wohnhaus mit Krüppelwalm, spätes 18. Jahrhundert, Tor, Gusseisen, um 1880",Kein Bild vorhanden,49.406548,8.186548
Weingut Kimich,Weinstraße 54,Deidesheim,1816,"spätklassizistischer Putzbau über Hochkeller, Torfahrt, 1816; Gartenpavillon, Gusseisen, um 1870/80; Abschlussmauer 18. Jahrhundert; straßenbildprägend",Kein Bild vorhanden,49.406192,8.186498
Weingut Mehling,Weinstraße 55,Deidesheim,1700!18. Jahrhundert,"Vierseithof; spätbarockes Zeilenwohnhaus auf L-förmigem Grundriss, 18. Jahrhundert, Nebengebäude im Kern aus dem 18. Jahrhundert; mit Nr. 60 straßenbildprägend",Kein Bild vorhanden,49.406096,8.186432
Hofanlage,Weinstraße 57,Deidesheim,1715,"spätbarocke Hofanlage, bezeichnet 1715; barockes Wohnhaus, teilweise Zierfachwerk, frühes 18. Jahrhundert, Bruchstein-Scheune, teilweise Fachwerk",Kein Bild vorhanden,49.406175,8.186316
Winzerhof,Weinstraße 60,Deidesheim,1700!18. Jahrhundert,"Winzerhof, 18. Jahrhundert; spätbarockes Zeilenwohnhaus mit Walmdach, im Hof großer Bruchstein-Hochkeller",Kein Bild vorhanden,49.405765,8.1865
Stadtmauerturm,"Weinstraße, zu Nr. 63",Deidesheim,1350!zweite Hälfte des 14. Jahrhunderts,"in der Scheune zur Spitalgasse Turm der Stadtbefestigung; runder zweigeschossiger Bruchsteinturm, zweite Hälfte des 14. Jahrhunderts",Kein Bild vorhanden,49.404541,8.185777
Putzbau,Weinstraße 80,Deidesheim,1860!um 1860,"großvolumiger sandsteingegliederter Putzbau mit Kniestock, um 1860; straßenbildprägend",Kein Bild vorhanden,49.410689,8.185298
Bildstock,nordwestlich des Ortes; Flur Grainhübel,Deidesheim,1431,"Bildstock, Kreuzigungsgruppe mit hl. Katharina und Barbara, Sandstein, 1431; seitlich zwei kleine Sühnekreuze, 15. oder 16. Jahrhundert",Kein Bild vorhanden,49.429407,8.217546
Nischenkreuz,an der L 527 zwischen Friedelsheim und Niederkirchen; Flur Pflanzgarten,Deidesheim,1275!spätes 13. Jahrhundert,"Nischenkreuz, Rotsandstein, Kreuz aus einer gotischen Grabplatte, spätes 13. Jahrhundert",Kein Bild vorhanden,49.41685,8.205027
Wegekreuz,an der L 528 (Forster Straße) etwa 200 m nordwestlich außerhalb der Ortslage von Niederkirchen; Flur Am Gutenberg,Deidesheim,1900,"Wegekreuz, Sandstein, 1900, Metallkorpus 1932",Kein Bild vorhanden,49.411447,8.175464
Bildstock,an einer Wegekreuzung nordwestlich außerhalb der Ortslage; Flur Kehr,Deidesheim,1816,"toskanische Säule mit nachbarockem Aufsatz, Gelbsandstein, bezeichnet 1816",Kein Bild vorhanden,49.414529,8.183513
Wegekreuz,an einer Wegekreuzung etwa 600 m westlich der Deutschen Weinstraße; Flur Im Hergottsacker,Deidesheim,1925!um 1925,"Wegekreuz, Gelbsandstein, wohl um 1925, bauzeitliche Umfriedung",Kein Bild vorhanden,49.408302,8.164761
Turnerehrenmal,auf dem Gipfel des Waldberges; Distrikt Waldberg,Deidesheim,1928,"Turnerehrenmal; turmartiger Bruchsteinbau mit Arkaden, 1928; auf halber Höhe Gedenkstein für die Opfer des Zweiten Weltkriegs, 1957",Kein Bild vorhanden,49.414943,8.170417
Michaelskapelle,auf einer Hangnase in halber Höhe des Kirch- oder Martenberges westlich oberhalb Deidesheim; Distrikt Auf der Altmühle,Deidesheim,1470!um 1470,"nach Verfall 1952 wiedererrichtete Wallfahrtskapelle; kleiner Saalbau, um 1470, 1662/63 erweitert, Dachreiter 1952; geringe Reste der sieben Kreuzwegstationen, vor 1718",Kein Bild vorhanden,49.412291,8.198684
Weißes Kreuz,etwa 350 m nordöstlich außerhalb der Ortslage am Martinsweg nach Niederkirchen (L 527); Flur Klostergarten,Deidesheim,1750!Mitte des 18. Jahrhunderts,"Wegekreuz, sogenanntes Weißes Kreuz; Sandstein, Mitte des 18. Jahrhunderts, Metallkorpus 1892",Kein Bild vorhanden,49.403365,8.171442
Wegekreuz,etwa 500 m südwestlich außerhalb der Ortslage; Flur In der Mühle,Deidesheim,1905,"Wegekreuz, Sandstein, Korpus in Blechhohlguss, 1905",Kein Bild vorhanden,49.402967,8.171297
Wasserbehälter,etwa 500 m südwestlich des Ortes; Flur Im Kraft,Deidesheim,1898,"barockisierender Gelbsandsteinquaderbau, 1898 (oder 1907?), zwei Bronzetafeln, 1920, Architekt Ch. Lenz, Nürnberg",Kein Bild vorhanden,49.417059,8.183563
Weinbergshäuschen,etwa 600 m nördlich des Ortes und westlich der Deutschen Weinstraße; Flur Breitenerde,Deidesheim,1700!18. Jahrhundert,"Weinbergshäuschen, Trullo, kleiner Rundbau mit Kragkuppel, 18. Jahrhundert",,49.413529,8.191665
Wegekreuz,unmittelbar beim nördlichen Ortsausgang westlich der Weinstraße; Flur In der Maushöhle,Deidesheim,1875!spätes 19. Jahrhundert,"Wegekreuz, Rotsandstein, spätes 19. Jahrhundert",,49.39368,8.133452
Loogfels,"am Südhang des Stabenbergs, an der Grenze zwischen Deidesheimer und Königsbacher Wald",Deidesheim,,sogenannter Schwehrstein,,49.388738,8.137144
Loogfels,südlich des Stabenbergs oberhalb des Forsthauses Benjental; Distrikt Haberäcker,Deidesheim,1654!1654,"sogenannter Kaffenstein, bezeichnet 1694, 1705, 1714, 1769, 1176, 1779, 1818, 1826; nahebei Felsplatte mit Monogrammen, bezeichnet 1654, 1680, 1826",,49.403116,8.133364
Loogfels,am Stabenberg auf Deidesheimer Gemarkung; Distrikt Mittelberg,Deidesheim,1930!1930er Jahre,"sogenannter Spielstein, 1930er Jahre (?)",,49.426949,8.176387
Loogfels A,westlich von Forst am Eingang ins Margarethental,Deidesheim,1770,bezeichnet 1770,,49.380701,8.080119
Loogfels Nr. 101,"beim Teufelsberg, an der Grenze zwischen Deidesheim, Lambrecht und Lindenberg; Distrikt Speckschlag",Deidesheim,1818,"sogenannter Nonnenbrunz, bezeichnet 1818",,49.380179,8.079037
Loogfels Nr. 102,auf dem Kreuzberg; Distrikt Speckschlag,Deidesheim,,"bezeichnet 1528, 1676, 1764",,49.401035,8.087318
Loogfels Nr. 147,am Vorderen Stoppelberg zwischen Deidesheimer und Wachenheimer Wald; Distrikt Vorderer Stoppelberg,Deidesheim,,sogenannter Weiberschuh oder Christophel-Schuh,,49.420405,8.149837
Loogfels Nr. 202,"im Forster Tal, am Grenzpunkt zwischen Forst, Deidesheim und Wachenheim; Distrikt Pfanne",Deidesheim,1488,"sogenannter Pfannenstein oder Forster Pfann, bezeichnet 1488, 1784, 1789, 1818",,49.419809,8.151743
Loogfels Nr. 203,"zwischen Deidesheimer und Forster Wald, östlich des Pfannensteins; Distrikt Pfanne",Deidesheim,1534,bezeichnet 1534,,49.411914,8.170322
Loogfels Nr. 255,nordwestlich der Ortslage,Deidesheim,,sogenannter Hinkelstein,,49.390753,8.102721
Loogfels zu Gimmeldingen,nordöstlich von Lindenberg am Cyriakuspfad,Deidesheim,1545,bezeichnet 1545; benachbart ein weiterer Grenzstein,,49.382377,8.121045
Weinbiet-Stein,zwischen Deidesheim und Gimmeldingen,Deidesheim,,Loogfels,,49.422695,8.179386
Hahnenböhler Kreuz,in den Weinbergen westlich oberhalb von Forst; Flur Im Hahnenböhl,Deidesheim,1866,"eisernes Doppelkreuz auf Kalkfelsen, bezeichnet 1866",,nope,nope
Denkmalzone Oberdorf,"Oberdorf,
Affenstein, Bleichstraße, Caspar-Lerch-Straße, Flomersheimer Eck, Handgasse, Herrengasse, Kirchgasse, Laumersheimer Straße, Marktstraße, Metzgergasse, Mitteltor, Obertor, Salzgasse sowie Koeth-Wandscheidsches Schloss, Quadtsches Schloss und Sturmfederscher Kellergarten",Dirmstein,,"geschlossenes Ortsbild mit spätbarocker Bebauung, einschließlich Simultankirche, ehemaliger Spitalskapelle, dreier herrschaftlicher Wohnbauten und zweier Gärten; Wohnbauten zum Teil mit Sichtfachwerk",//commons.wikimedia.org/wiki/Category:Sturmfederscher_Kellergarten,49.563589,8.247327
Denkmalzone Sturmfederscher Kellergarten,"Oberdorf,
Affenstein 21/Bleichstraße 2",Dirmstein,1775!spätes 18. Jahrhundert,"von Bruchsteinmauer umfasster Englischer Garten mit klassizistischer Toranlage, Teich, Brücken, Wohnhaus, Gartensaal und ehemaligem Badehaus, spätes 18. Jahrhundert; Entwurf angeblich von Friedrich Ludwig von Sckell, Modifikationen in der ersten Hälfte des 19. Jahrhunderts",//commons.wikimedia.org/wiki/Category:Spitalhof_(Dirmstein),49.56195,8.247377
Hochheimer Hof,"Oberdorf,
Affenstein 1",Dirmstein,1700!18. Jahrhundert,"spätbarocker Walmdachbau, teilweise Fachwerk, 18. Jahrhundert",//commons.wikimedia.org/wiki/Category:Katholisches_Schulhaus_(Dirmstein),49.563186,8.247782
Hospitalkapelle St. Maria Magdalena,"Oberdorf,
Affenstein 2",Dirmstein,1200!13. oder 14. Jahrhundert,"im Kern mittelalterlicher Saalbau; Hofmauer mit spätromanischem Tor mit Renaissance-Archivolten, bezeichnet 1602; platzbildprägend",//commons.wikimedia.org/wiki/Category:Neuer_Friedhof_(Dirmstein),49.562976,8.247073
Katholisches Schulhaus,"Oberdorf,
Affenstein 9",Dirmstein,1820,"eingeschossiger Krüppelwalmdachbau, 1820",//commons.wikimedia.org/wiki/Category:Alter_Friedhof_(Dirmstein),49.562738,8.247603
Hakenhof,"Oberdorf,
Affenstein 10",Dirmstein,1700!18. Jahrhundert,"Hakenhof, 18. Jahrhundert; spätbarocker Krüppelwalmdachbau, teilweise Fachwerk, erste Hälfte des 18. Jahrhunderts, Umbau Anfang des 19. Jahrhunderts; Hoftor bezeichnet 1750 (?)",//commons.wikimedia.org/wiki/Category:Johann_Adam_Schopens_Hof_(Dirmstein),49.562366,8.247273
Hoftor,"Oberdorf,
Affenstein, an Nr. 12",Dirmstein,1600!um 1600,"Hoftor, um 1600, bezeichnet 1754 (Umbau?)",//commons.wikimedia.org/wiki/Category:Bisch%C3%B6fliches_Schloss_(Dirmstein),49.562235,8.247182
Neuer Friedhof,"Außerhalb der beiden Siedlungskerne,
Friedhofstraße",Dirmstein,1857,"der von einer Bruchsteinmauer eingefasste Teil des 1857 angelegten Friedhofes mit Mittelallee, Grabkapelle der Familie Camuzzi von 1857, seit 2001/02 als Friedhofskapelle genutzt, und zahlreichen Grabmälern des 19. Jahrhunderts",Kein Bild vorhanden,49.569708,8.248635
Alter Friedhof,"Niederdorf,
Gerolsheimer Straße",Dirmstein,1000!wohl aus dem 11. Jahrhundert,"ehemaliger Kirchhof der abgebrochenen Unteren Kirche (St. Peter), bis ins Mittelalter zurückreichend; bis Mitte des 19. Jahrhunderts als Friedhof genutzt; Rest der Ummauerung erhalten, mehrere Grabmäler des 18. und 19. Jahrhunderts",//commons.wikimedia.org/wiki/Category:Koeth-Wanscheidsches_Schloss_(Dirmstein),49.563176,8.259561
Niedermühle,"Niederdorf,
Gerolsheimer Straße 13",Dirmstein,1800!19. Jahrhundert,"weiträumiges Mühlenanwesen, 19. Jahrhundert; zweieinhalbgeschossiger spätklassizistischer Walmdachbau von 1857, Wirtschaftsbauten von 1882/83",//commons.wikimedia.org/wiki/Category:Backhaus_(Dirmstein),49.562754,8.261075
Johann Adam Schopens Hof,"Niederdorf,
Hauptstraße 33",Dirmstein,1700!18. und 19. Jahrhundert,"großer Dreiseithof, 18. und 19. Jahrhundert; Krüppelwalmdachbau; in der Scheune Spolien, überwiegend barock",Kein Bild vorhanden,49.563994,8.254184
Bischöfliches Schloss,"Niederdorf,
Hauptstraße 40/42",Dirmstein,1528!vor 1528,"Schloss der Bischöfe von Worms; Keller und Treppenturmfragment des Nordflügels, vor 1528, daran anschließend Wohnhaus um 1922; ehemaliges Amtshaus mit Resten von Fassadenmalerei, im Kern um 1600, im 18. Jahrhundert barock überformt; Wirtschaftsbau des 18. Jahrhunderts mit älteren Teilen einschließlich des Diebsturms, bezeichnet 1598; zugehörig halbhohe Bruchsteinmauern",//commons.wikimedia.org/wiki/Category:St.-Michael-Apotheke_(Dirmstein),49.562782,8.258204
Dreiseithof,"Oberdorf,
Herrengasse 1",Dirmstein,1800!frühes 19. Jahrhundert,"Dreiseithof, frühes 19. Jahrhundert; Krüppelwalmdachbau, Toranlage bezeichnet 1800",Kein Bild vorhanden,49.562213,8.24539
Hoftor,"Oberdorf,
Herrengasse, an Nr. 8",Dirmstein,1700!18. Jahrhundert,"spätbarockes Hoftor, 18. Jahrhundert",//commons.wikimedia.org/wiki/Category:Sturmfedersches_Schloss_(Dirmstein),49.562663,8.245398
Schmiede,"Oberdorf,
Herrengasse 14",Dirmstein,1700!erstes Viertel des 18. Jahrhunderts,"eineinhalbgeschossiger Torhausbau mit aufwändiger Fassade, erstes Viertel des 18. Jahrhunderts",//commons.wikimedia.org/wiki/Category:Gasthaus_Drei_K%C3%B6nige_(Dirmstein),49.563262,8.244814
Hakenhof,"Oberdorf,
Herrengasse 24",Dirmstein,1711,"Hakenhof, 18. Jahrhunderts; spätbarocker Krüppelwalmdachbau, teilweise mit Zierfachwerk, bezeichnet 1711",//commons.wikimedia.org/wiki/Category:Franz_Rothermels_Haus_(Dirmstein),49.563993,8.244963
Bauteile einer Hofanlage,"Oberdorf,
Herrengasse, in Nr. 26",Dirmstein,1595!ab 1595,"Treppenturm, um 1600; im Inneren: Portal, bezeichnet 1595; Kellerzugang der ehemaligen Scheune, bezeichnet 1617; weiterer Kellerzugang, bezeichnet 1791",Kein Bild vorhanden,49.564099,8.245205
Hofanlage,"Oberdorf,
Herrengasse 28",Dirmstein,1750!Mitte des 18. Jahrhunderts,"Hofanlage; Torhausbau, teilweise massiv, Mitte des 18. Jahrhunderts; straßenbildprägend",//commons.wikimedia.org/wiki/Category:Laurentiuskirche_(Dirmstein),49.564155,8.245434
Koeth-Wanscheidsches Schloss,"Oberdorf,
Herrengasse 45",Dirmstein,1715!1715–18,"ausgedehnte Anlage eines barocken, im 19. Jahrhundert ausgebauten Adelshofs mit Landschaftsgarten; spätbarockes Herrschaftshaus, 1715–18, über Keller des frühen 17. Jahrhunderts, Umbau der Rückfassade und seitliche Anbauten im frühen 19. Jahrhundert, Wintergarten aus der zweiten Hälfte des 19. Jahrhunderts; klassizistische Wirtschaftsbauten, vor 1841
Schlosspark: von Bruchsteinmauer mit Gittertoren eingefasster Englischer Garten, nach 1841 durch Gartendirektor Johann Christian Metzger, Heidelberg, überplant, mit Teich, Grotte (um 1837), Gloriette, Sonnenuhr und Bildstock (bezeichnet 1708); wohl mit Teilen eines von Friedrich Ludwig von Sckell geplanten Kernbereichs (spätes 18. oder frühes 19. Jahrhundert)
",//commons.wikimedia.org/wiki/Category:Jesuitenhof_(Dirmstein),49.56448,8.244522
Dreiseithof,"Oberdorf,
Herrengasse 49",Dirmstein,1600!um 1600,"Dreiseithof; Krüppelwalmdachbau, teilweise mit Fachwerk, im Kern um 1600, Überformungen im 18. und 19. Jahrhundert; Spolie in der Scheune, bezeichnet 1587",//commons.wikimedia.org/wiki/Category:Quadtsches_Schloss_(Dirmstein),49.564258,8.245476
Backhaus,"Oberdorf,
Herrengasse 51",Dirmstein,1730,"spätbarocke Einfirstanlage, teilweise mit Zierfachwerk, Krüppelwalmdach, bezeichnet 1730",//commons.wikimedia.org/wiki/Category:Sporm%C3%BChle_(Dirmstein),49.564333,8.245855
Scheitelstein,"Oberdorf,
Kirchgasse, an Nr. 2",Dirmstein,1745,"spätbarocker Scheitelstein, bezeichnet 1745",,49.563022,8.246528
Hofanlage,"Oberdorf,
Kirchgasse 21",Dirmstein,1700!erste Hälfte des 18. Jahrhunderts,"stattliche Hofanlage, erste Hälfte des 18. Jahrhunderts; repräsentativer Mansardwalmdachbau",,49.563724,8.246001
Bauteile einer Hofanlage,"Oberdorf,
Kirchgasse, an Nr. 27",Dirmstein,1585!ab 1585,"Hofsturzbalken, bezeichnet 1617; am Nebengebäude gotischer Schlussstein (?); im Innern Wappenstein der Herren von Sturmfeder, bezeichnet 1585",,49.564053,8.245888
Protestantisches Schulhaus,"Oberdorf,
Laumersheimer Straße 2",Dirmstein,1879,"eineinhalbgeschossiger spätklassizistischer Backsteinbau, 1879",,49.561936,8.246555
Hofanlage,"Oberdorf,
Laumersheimer Straße 10",Dirmstein,1844,"Hofanlage, Mitte des 19. Jahrhunderts; zweieinhalbgeschossiger spätklassizistischer Putzbau, 1844; eineinhalbgeschossiger Wirtschaftsbau, 1845; Garten und umfriedeter Wingert",,49.56184,8.244509
Abschnitt der Ortsbefestigung,"Oberdorf,
Laumersheimer Straße, zu Nr. 21a",Dirmstein,1596,"Gartenmauer mit zwei Schlitzöffnungen, eine bezeichnet 1596, ehemals zugehörig zur Ortsbefestigung oder einem befestigten Anwesen; im Hof Sandsteinblock, bezeichnet 1701",,49.561371,8.244945
Hofanlage,"Oberdorf,
Marktstraße 1",Dirmstein,1817,"Hofanlage; spätbarocker Walmdachbau, bezeichnet 1817, teilweise mit Zierfachwerk (wohl von 1711)",,49.563087,8.246973
St.-Michael-Apotheke,"Oberdorf,
Markstraße 2",Dirmstein,1700!erstes Viertel des 18. Jahrhunderts,"spätbarocker Walmdachbau, teilweise mit Zierfachwerk, erstes Viertel des 18. Jahrhunderts",,49.563248,8.247049
Madonna,"Oberdorf,
Marktstraße, in Nr. 3/5/7",Dirmstein,1700!18. Jahrhundert,"Sandsteinstatuette, 18. Jahrhundert",,49.563344,8.246816
Sturmfedersches Schloss,"Oberdorf,
Marktstraße 4",Dirmstein,1770!um 1770/80,"neunachsiger Krüppelwalmdachbau mit flachem Anbau, wohl um 1770/80 mit älteren Teilen; aufwändige Toranlage, 1738",,49.563673,8.246806
Hofanlage,"Oberdorf,
Marktstraße 9",Dirmstein,1750!zweite Hälfte des 18. Jahrhunderts,"spätbarocke Hofanlage mit Torhausbau, zweite Hälfte des 18. Jahrhunderts",,49.56358,8.246678
Hoftor,"Oberdorf,
Marktstraße, an Nr. 11",Dirmstein,1675!spätes 17. Jahrhundert,"Hoftor, wohl aus dem späten 17. Jahrhundert",,49.563662,8.24664
