Tiefensteiner Straße 178,Idar-Oberstein,"Hettsteiner Schleife oder Schleife zwischen den Mühlen; ehemalige Wasserschleife; Bruchsteinbau mit großen Eisensprossenfenstern, 1846; Ausstattung",49.736456,7.281851
(bei) Tiefensteiner Straße 232,Idar-Oberstein,"ehemalige Tankstelle, Tankstellengebäude mit Verkaufsraum und Werkstatt, Pilzsäulenkonstruktion mit weit überstehendem Dach, 1950er Jahre",49.740997,7.27957
Tiefensteiner Straße 275,Idar-Oberstein,"villenartiges Wohnhaus mit zeitgenössischen Details, 1920er Jahre",49.741265,7.279758
Tiefensteiner Straße 296,Idar-Oberstein,"avantgardistisches Wohnhaus, 1930/32, Architekt Julius Schneider",49.746155,7.275842
Tiefensteiner Straße 322,Idar-Oberstein,"villenartiges Wohnhaus mit Mansarddach, Louis-Seize- und Jugendstilmotive, kurz nach 1900",49.747628,7.273982
Denkmalzone Jüdischer Friedhof (östlich des Ortes auf der Kuppe „Am Winnenberg“),Idar-Oberstein,sieben stelenartige Steine oder Sockel,49.722749,7.297716
Denkmalzone Niederreidenbacher Hof (nordöstliche des Ortes),Idar-Oberstein,"erste Erwähnung einer Burg im 13. Jahrhundert, im 19. Jahrhundert Gutshof, seit 1904 Diakonissenanstalt, mit Wohn- und Wirtschaftsgebäuden, Mühle und Brennerei, um 1840 ff.; Felsenkeller unter dem Hof; Um- und Erweiterungsbauten 1904 ff.; Kapelle, 1658 oder älter, Erweiterung 1931; Grabstein des Reichsherrn Friedrich Kasimir Boxheim († 1743); Reste des anstaltseigenen Friedhofs; zwei Wasserbehälter, 1930er Jahre; Park- und Gartenanlagen, landschaftsprägend",49.722749,7.297716
(gegenüber) Dorfstraße 1,Idar-Oberstein,"sogenannter Hessenstein; ehemaliger Grenzstein; toskanische Säule mit Inschrift und Wappenschild, nach 1815",49.727815,7.393853
Dorfstraße 32,Idar-Oberstein,"ehemaliges evangelisches Pfarrhaus; Krüppelwalmdachbau, Heimatstil, 1930/31, Architekt Friedrich Otto, Kirn; straßenbildprägend",49.725177,7.397105
Obere Kirchstraße,Idar-Oberstein,"Evangelische Pfarrkirche; ehemals St. Martin, frühklassizistischer Saalbau, Architekt Wilhelm Frommel, 1792/93; spätmittelalterlicher, im 17. Jahrhundert veränderter Turm; Stützmauer wohl mittelalterlich",49.722359,7.396063
Obere Kirchstraße,Idar-Oberstein,"Katholische Pfarrkirche St. Martin; neugotischer Rotsandsteinbau, 1896/97, Architekt Lambert von Fisenne, Gelsenkirchen; Ausstattung; ortsbildprägend",49.722359,7.396063
Weierbacher Straße 12,Idar-Oberstein,"teilweise gewerblich genutztes Wohnhaus mit Mansarddach, expressionistische Motive, 1920er Jahre",49.737277,7.403573
Weierbacher Straße 22,Idar-Oberstein,"Bahnhof; Empfangs- und Verwaltungsgebäude mit Dienstwohnungen, Güterhalle und Nebengebäude, 1913/14, Architekt Schenck; ein- und zweigeschossiger Hauptbau, klassizierender Jugendstildekor, monumentale Dachlandschaft",49.735589,7.400923
Weierbacher Straße 75,Idar-Oberstein,"ehemalige Amtsbürgermeisterei; asymmetrisch gegliederter Putzbau, Neurenaissancemotive, 1910/11",49.726895,7.394976
