(an) Kapuzinerstraße 19b, Mainz-Altstadt,"Wappenstein, 1665",
"Kapuzinerstraße 20, 22, 24", Mainz-Altstadt,"dreigeschossige spätbarocke Bürgerhäuser, teilweise Fachwerk (verschiefert), Nr. 24 mit Mansarddach, zweites Viertel des 18. Jahrhunderts, Nr. 20 bezeichnet 1744; Ausstattung; tonnengewölbter Keller",
Kapuzinerstraße 25, Mainz-Altstadt,"dreigeschossiges Dreifensterhaus, teilweise Fachwerk (verputzt), 17. Jahrhundert",
Kapuzinerstraße 26, Mainz-Altstadt,"dreigeschossiges barockes Bürgerhaus, teilweise Fachwerk (verschiefert), bezeichnet 1683, spätgotisches Portal; eingemauerte Grabplatte, 1715; tonnengewölbter Keller mit Zisterne",
Kapuzinerstraße 28, Mainz-Altstadt,"dreigeschossiges Zweifensterhaus, teilweise Fachwerk (verputzt), 18. Jahrhundert",
Kapuzinerstraße 29, Mainz-Altstadt,"Haus Zum Kleinen Berg; dreigeschossiges Dreifensterhaus, teilweise Fachwerk (verputzt), bezeichnet 1724, im Kern wohl älter; tonnengewölbter Keller mit Zisterne",
Kapuzinerstraße 30, Mainz-Altstadt,"dreigeschossiges Zweifensterhaus, teilweise Fachwerk (verputzt), 18. Jahrhundert; Ausstattung; Bruchsteinkeller",
Kapuzinerstraße 31, Mainz-Altstadt,"Haus Zum Großen Berg; dreigeschossiges Zweifensterhaus, teilweise Fachwerk (verputzt), (nachträglich) bezeichnet 1568",
Kapuzinerstraße 34, Mainz-Altstadt,"dreigeschossiges Eckhaus, teilweise Fachwerk (verputzt), 18. Jahrhundert, im Kern wohl 17. Jahrhundert, Erdgeschoss im 19. Jahrhundert klassizistisch überformt; Ausstattung; Gewölbekeller",
Kapuzinerstraße 36, Mainz-Altstadt,"Pfarrhaus St. Ignaz; dreigeschossiger kubischer klassizistischer Putzbau, 1822; Ausstattung; ältere Keller, teilweise mittelalterlich",
Kapuzinerstraße 37, Mainz-Altstadt,"dreigeschossiger hausteingegliederter Putzbau, um 1760; Ausstattung",
Kapuzinerstraße 38, Mainz-Altstadt,"stattlicher dreigeschossiger Putzbau, bezeichnet 1838 (Wiederaufbau), im Kern älter",
Kapuzinerstraße 39, Mainz-Altstadt,"viergeschossiges Wohnhaus, teilweise Fachwerk (verputzt), spätes 18. Jahrhundert, im Kern älter, Fassade 1836 klassizistisch überformt, Christus in Baldachinnische, Mitte des 18. Jahrhunderts",
Kapuzinerstraße 40, Mainz-Altstadt,"Katholische Pfarrkirche St. Ignaz; kreuzförmiger barocker Saalbau mit dreigeschossiger Schaufassade nach vorbarockem französischem Vorbild, 1763–75, Architekt Johann Peter Jäger, Skulpturenschmuck von Johann Jakob Junker (1772) und Nikolaus Binterim (1752); Ausstattung; an der teilweise erhaltenen Friedhofsmauer Holzkruzifix, Anfang des 16. Jahrhunderts; Mauerstück mit vermauertem spätgotischem Portal; Kreuzigungsgruppe, 1519 gestiftet vom Ehepaar Hans Backoffen; an der Chorostseite Barockportal der ehemaligen Domkurie „Zum Stecklenberg“",
Kapuzinerstraße 41, Mainz-Altstadt,"repräsentativer dreigeschossiger spätbarocker Putzbau, erste Hälfte des 18. Jahrhunderts; Ausstattung; Gewölbekeller",
(unter(halb)) Kapuzinerstraße 50, Mainz-Altstadt,"Reste des ehemaligen Templerhofes, 14. Jahrhundert: quadratischer Kellerraum mit vierteiligem Kreuzgratgewölbe auf Stützpfeiler, wehrmauerartige Südwand wohl des ehemaligen Speichers",
Kapuzinerstraße 52, Mainz-Altstadt,"großvolumiges dreigeschossiges Wohnhaus, teilweise Fachwerk (verputzt und teilweise verschiefert), zweite Hälfte des 18. Jahrhunderts; Ausstattung, altes Holztreppengeländer; hinterhofbegrenzende gotische Giebelmauer",
Kapuzinerstraße 54, Mainz-Altstadt,"dreigeschossiges, im Kern mittelalterliches Wohnhaus, teilweise Fachwerk (verputzt), Hoffassade im frühen 19. Jahrhundert aufgestockt und klassizistisch überformt",
"(an) Karmeliterplatz 4, am ehemaligen Walderdorffer Hof", Mainz-Altstadt,"Muttergottes, barocke Mondsichelmadonna in Architekturrahmen, Anfang des 18. Jahrhunderts",
Karmeliterplatz 5, Mainz-Altstadt,"Katholische Karmeliterkirche; dreischiffige gotische Basilika mit Dachreiter, um 1326 bis Mitte des 14. Jahrhunderts; Ausstattung; Klostergebäude 1700–13, Fassade des Südflügels mit prächtigem Barockportal, um 1710, Nischenfigur des heiligen Josefs; in Schulneubau einbezogener Kreuzgang; neues Klostergebäude (Karmeliterstraße 3), Mansardwalmdachbau, 1950/51",
Karmeliterstraße 3, Mainz-Altstadt,"sich an dem barocken, kriegszerstörten Klostergebäude orientierender Mansardwalmdachbau, 1950/51",
Kartäuserstraße 7, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus, klassizistische und neugotische Motive, 1863, Architekt Stephan Steglitz; Ausstattung",
Kartäuserstraße 9, Mainz-Altstadt,"vornehmes dreieinhalbgeschossiges Zeilenwohn- und Geschäftshaus mit Belvedere, Neurenaissance, 1869, Architekt Philipp Krebs; Ausstattung",
Kartäuserstraße 11, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit rückwärtigem Flügel, 1863, Architekt wohl Philipp Anton Elbert",
(zu) Kartäuserstraße 13, Mainz-Altstadt,"Spolien am Zwerchhaus des Hofgebäudes, Fachwerk-Renaissancedekorationen, bezeichnet 1595",
Kartäuserstraße 14, Mainz-Altstadt,"Restbestand des ehemaligen. Kartäuserhofes; eingeschossiger Massivbau, im Kern nach der Mitte des 17. Jahrhunderts, verputzte Giebelwand aus Ziegelmauerwerk 1862, Architekt Paul Martel",
Kartäuserstraße 16, Mainz-Altstadt,"spätklassizistischer Putzbau, 1862; integriert in der spätgotischen rückwärtigen Erdgeschossmauer Architekturteile des Hauses Zur Großen Eich: Fenster- und Portalgewände, 1460; Reste von Wandmalerei, Fragment des Wappens derer Zum Jungen, um 1350",
Kirschgarten, Mainz-Altstadt,"Brunnen; barockisierender Laufbrunnen, 1932",
Kirschgarten 19, Mainz-Altstadt,"Haus Zum Beimburg; spätgotische Ladenarkatur, Zierfachwerk-Obergeschosse, reiche Dachlandschaft, spätes 16. Jahrhundert; platzbildprägend",
Kirschgarten 21, Mainz-Altstadt,"dreigeschossiger kubischer Walmdachbau, drittes Viertel des 18. Jahrhunderts, zweigeschossiger Hausteil aus dem 17. Jahrhundert, in der Rückmauer zur Heiliggrabkommende gotische Fenster vermauert",
Kirschgarten 23, Mainz-Altstadt,"viergeschossiges Wohn- und Geschäftshaus, Fachwerk-Obergeschosse wohl 17. Jahrhundert",
Kirschgarten 24, Mainz-Altstadt,"dreigeschossige Steilgiebelhäuser, verputzte Fachwerkbauten, teilweise 16. und 17. Jahrhundert",
Kirschgarten 25, Mainz-Altstadt,"dreigeschossiges barockes Dreifensterhaus, teilweise Fachwerk, Mansarddach, 18. Jahrhundert",
Kirschgarten 26/28, Mainz-Altstadt,"Haus Zum Aschaffenburg; Doppelhaus mit spätgotischen Fachwerkobergeschossen, um 1500, Erneuerung bezeichnet 1708, Nr. 26 um verschiefertes Fachwerkgeschoss erhöht",
Kirschgarten 29, Mainz-Altstadt,"Haus Zur Blauen Klinge, früher Haus Zur Amelburg; schlichter dreigeschossiger Giebelbau, teilweise Fachwerk, um 1760/70",
Kirschgarten 30, Mainz-Altstadt,"dreigeschossiges Wohnhaus, Zierfachwerk-Obergeschosse wohl 16. Jahrhundert., Erdgeschoss im 18. Jahrhundert barock verändert",
Klarastraße 4, Mainz-Altstadt,"Jüngerer Dalberger Hof; dreigeschossiger, fünfzehnachsiger Barockbau mit reich geschmückten Risaliten und Durchfahrten, 1715–18, Skulpturenschmuck der Giebelverdachungen 1872/73 von Heinrich Barth, zweischiffiger Keller; dreigeschossiger Bibliotheksbau, um 1722, Aufstockung 1891; Arresthaus (Ottiliengasse 1), dreigeschossiger klassizistischer Putzbau, 1831–34, viergeschossige Erweiterung 1890; an der Emmeransstraße dreigeschossiger Flügel, 1880",
Kleine Weißgasse 12, Mainz-Altstadt,"Pfarrhaus St. Stefan; dreigeschossiger kubischer Ziegelbau, letztes Viertel des 19. Jahrhunderts",
Kötherhofstraße 3, Mainz-Altstadt,"stattlicher Putzbau in Renaissance-Tradition, bezeichnet 1669",
Lauterenstraße 12, Mainz-Altstadt,"viergeschossiges späthistoristisches Eckhaus mit dreigeschossigem Standerker, 1894, Architekt August Hock, im Hof Bureaus, Backsteinbauten mit Fachwerkobergeschoss, bauzeitliche Umfassung",
Lauterenstraße 31, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit Mansarddach, gotisierende Formen, 1902, Architekt Wilhelm Hahn",
Lauterenstraße 33, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit Mansarddach, 1888, Architekt Wilhelm Ludwig",
Lauterenstraße 35, Mainz-Altstadt,"viergeschossiges späthistoristisches Zeilenwohnhaus mit flachgeneigtem Dach, 1886/87, Architekt Philipp Krebs",
Lauterenstraße 37, Mainz-Altstadt,"repräsentatives viergeschossiges Eckhaus mit ausgebautem Mansarddach, Neurenaissance, 1886, Architekt Philipp Krebs",
Lauterenstraße 46, Mainz-Altstadt,"ursprünglich viergeschossiges Zeilenwohnhaus, Backsteinfassade mit Ziegeldekor, 1887/88, Architekt Philipp Berdellé",
Lauterenstraße 48, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus, Backstein, 1887, Architekt Philipp Berdellé",
Leichhof 20/22/24, Mainz-Altstadt,"langgestreckter dreigeschossiger Walmdachbau mit Ladenarkatur, 1953, Architekten H. Schneider und Ph. Böswetter",
"Leichhof 26–36 (gerade Nummern), Schöfferstraße 2/4", Mainz-Altstadt,"Domstiftshäuser, frühklassizistischer dreigeschossiger Winkelbau (Leichhof 30–36 und Schöfferstraße 2/4) sowie gleichgestaltete kleinere Bauten (Leichhof 26/28), Ladenarkatur, steingewölbte Dächer, 1778/79, Architekt Franz Ignaz Michael Neumann",
Leichhofstraße 1/3, Mainz-Altstadt,"Haus Zum Spiegelberg; Nr. 1 straßenbildprägender Fachwerkbau, Ende des 17. Jahrhunderts; Nr. 3 Zweifensterhaus, 1950 durch Anbau in Nr. 1 integriert",
Leichhofstraße 4, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus, barocker Mansarddachbau mit Ladenarkatur, erstes Viertel des 18. Jahrhunderts; Ausstattung",
Leichhofstraße 5, Mainz-Altstadt,"Haus Zum Schildknecht; dreigeschossiges Wohn- und Geschäftshaus, Fachwerkbau (verputzt), 17. Jahrhundert, Sandsteinarkatur erste Hälfte des 18. Jahrhunderts, Zwerchhaus 20. Jahrhundert",
Leichhofstraße 7/9, Mainz-Altstadt,"kopf- und blattmaskenverzierte Balkenköpfe, um 1700, am dreigeschossigen verputzten Fachwerkbau",
"Leichhofstraße 11, Leichhof 13", Mainz-Altstadt,"Haus Zum Frauenstein, auch Zur Bechtelmünz genannt; dreigeschossiges barockes Eckwohn- und Geschäftshaus, Walmdachbau mit Eckerker, Brüstungsreliefs, um 1730",
Liebfrauenplatz, Mainz-Altstadt,"Nagelsäule, genagelte Holzsäule mit Schnitzreliefs, Nagelflächen, Spruchtexten und Stifterplaketten, umgeben von drei durch schmiedeeiserne Gitter verbundene Steinsäulen, 1916, Entwurf Stadtbaurat Adolf Gelius und Bildhauer Ludwig Lipp",
Liebfrauenplatz, Mainz-Altstadt,"Torbogen, barocker Rotsandsteinbau, 1666, Giebelrelief von Anton Scholl, 19. Jahrhundert",
Liebfrauenplatz 4, Mainz-Altstadt,"Domkirche St. Martin und St. Stefan; bald nach 975 begonnen, nach Schäden und Brand 1081 teilweiser Neubau von Langhaus und Ostchor, vollendet 1137 (ohne Krypta); Palastkapelle St. Gotthard, um 1130; nach schweren Beschädigungen Erneuerung der Seitenschiff-Außenwände, Langhauseinwölbung und Neubau von Westquerhaus und -chor sowie Memorie, vollendet um 1210, Weihe 1239; gotische Seitenkapellen ab 1279 (Norden) und ab 1300 (Süden), Nikolauskapelle vor 1382, Marienkapelle vor 1498; westlicher Vierungsturm mit gotischer Glockenstube, Bekrönung 1767, Architekt Franz Ignaz Michael Neumann; mittlerer Ostturm mit Tambour von 1361; Ausmalung des Innenraums 1859–64 durch Philipp Veit und Schüler; Doppelchörige, dreischiffige romanische Gewölbebasilika, trikonchialer Westturm mit Seitentürmen, Querhaus mit mächtigem Vierungsturm, Langhaus, querhausartiger Ostbau mit Mittelturm und Flankentürmen; Ausstattung: Chorgestühl, Grabdenkmäler, „Udenheimer Kruzifix“ (Gotthardkapelle), in der Memorie Prälatensitz, Renaissance-Epitaphien; Epitaphien und Bildwerke; Kapitelbauten: über zweischiffigem Pfeilerkeller, um 1239, veränderter Kapitelsaal, zweigeschossige Kapitelstube 1489, Schreiberei und Registratur 1589; eingeschossige ehemalige Domschule (Domstraße 3) mit teilweise romanischen Fenstergewänden, tonnengewölbter Keller älter",
Liebfrauenplatz 5, Mainz-Altstadt,"ehemals Zum Römischen Kaiser (heute Gutenberg-Museum); dreiteiliger dreigeschossiger Gebäudekomplex, Mittelteil mit betonter Mittelachse und Balustradenattika, Seitenteile mit dreigeschossigen Rollwerkgiebeln, 1653 und 1657–64; in der Torfahrt barocke Stuckdecke, um 1665 von Domenico Rossi ; Kaiserfigur über dem Portikus aus der ersten Hälfte des 18. Jahrhunderts; rückwärtig älteres Bauteil einbezogen; Architektureinfassung eines Renaissance-Laufbrunnens, zwei Renaissanceportale sowie Maskenkonsolen vom ehemaligen Gebäude Zum König von England, 1653",
Liebfrauenplatz 7, Mainz-Altstadt,"ehemalige Herberge Zum Rothen Haus, später Zum Goldenen Schwan, heute Weinstube und Hotel; viergeschossiger Putzbau, im Wesentlichen wohl aus dem 18. Jahrhundert, Fachwerk-Aufstockung und klassizistische Überformung 1832",
Liebfrauenplatz 8, Mainz-Altstadt,"ehemalige Preußische Hauptwache, kubisch aufgebaute Pfeilerarkatur, 1829",
Mainz-Gustavsburger-Eisenbahnbrücke (Südbrücke), Mainz-Altstadt,"Brückenkopf, neugotisches wehrbauartiges Doppelturmtor, 1860–62",
Markt, Mainz-Altstadt,"Marktbrunnen; Renaissance-Ziehbrunnen, 1526 gestiftet; Rotsandsteintrog, auf drei Reliefpfeilern Gebälk mit Stifterinschrift und -wappen, figurenreicher Aufsatz, Putten 1767, Madonnenfigur 1890 von Valentin Barth",
Markt 8, Mainz-Altstadt,"Katholische St. Gotthardkapelle; ehemalige Hof- und Palastkapelle, zweigeschossiger Muschelkalk-Quaderbau, kubisches Schiff mit eingezogenem Chor und halbrunder Apsis, 1137",
Markt 18–26, Mainz-Altstadt,"Domhäuser mit Ladengeschäften, dreiteiliger Rokoko-Bau mit dreigeschossigem, fünfachsigen Mittelbau, Mansarddächer, 1771, Architekt wohl Johann Valentin Thomann; platzbildprägend",
Markt 31, Mainz-Altstadt,"repräsentatives viergeschossiges Zeilenwohnund Geschäftshaus, Neurenaissance/Neubarock, 1878, Architekt Peter Gustav Rühl",
(an) Mitternachtsgasse 1, Mainz-Altstadt,"Torbogen, prächtiges Rotsandsteinportal mit Christusskulptur, bezeichnet 1741",
(unter(halb)) Mitternachtsgasse 3, Mainz-Altstadt,"Keller, Einstützenkeller, Bruchsteinquader, wohl Ende des 12. oder Anfang des 13. Jahrhunderts",
Mittlere Bleiche 40, Mainz-Altstadt,"ehemaliger Dalberg-Hammelburger Hof; langgestreckter dreigeschossiger Mansardwalmdachbau, 1742/43, Säulenaltan, um 1790, Architekt Emanuel Herigoyen",
Münsterplatz 2, Mainz-Altstadt,"Telegraphenamt („Telehaus“); winkelförmige, sechseinhalb- und viergeschossige ausgemauerte Eisenbetonkonstruktion, Sachlicher Stil, 1930, Entwurf Oberpostdirektion Frankfurt/Main",
Münsterstraße, Mainz-Altstadt,"Römerthal-Wasserleitung; Ziegelmauer in eiförmigem Querschnitt mit Steinkonsolen mit gusseisernen Griffhakenstützen, 1865/68; an der Böschung zwischen Augustusstraße und Tunneleingang Belüftungsschacht mit Sandsteinblendwand mit Zwerchhaus, um 1884; tonnengewölbte Brunnenstube, 1890 (Altmünstergalerie)",
Münsterstraße, Mainz-Altstadt,"Ziehbrunnen; schlichter Rotsandsteinbrunnen, bezeichnet 1528",
Münsterstraße 14, Mainz-Altstadt,"viergeschossiges Wohnhaus, sandsteingegliederter Klinkerbau, um 1895, Architekt Oscar Hauswald",
Münsterstraße 25, Mainz-Altstadt,"Evangelische Evangelische Altmünsterkirche; romanisierender Saalbau mit Doppelturmfassade, kupfergedecktes Faltdach, 1958–60, Architekt Otto Vogel, Trier, unter Einbeziehung des barocken und neuromanischen Bestandes; spärliche Mauerreste der ehemaligen Klosterbauten; Pfarrhaus, siebenachsiger Walmdachbau, 1922",
Neubrunnenplatz, Mainz-Altstadt,"Neuer Brunnen; prunkvoller Laufbrunnen, ovales Rotsandsteinbecken, reliefierter Obelisk, 1726 von Johannes Weydt",
(an) Neubrunnenstraße 2, Mainz-Altstadt,"Konsolfigur Heiliger Johannes der Täufer; barocke Sandsteinskulptur, bezeichnet 1680",
Neubrunnenstraße 11, Mainz-Altstadt,"viergeschossiges Eckwohn- und Geschäftshaus, neubarocker Mansardwalmdachbau, 1899, Architekt Franz Stadler",
Neubrunnenstraße 13, Mainz-Altstadt,"ehemaliges Polizeigebäude; repräsentativer Neurenaissance-Eckbau, 1891–94, Architekt Eduard Kreyßig",
Neutorstraße, Mainz-Altstadt,"Scheitelstein des ehemaligen Neutores, Teufelsfratze, 1699",
Neutorstraße 1, Mainz-Altstadt,"Neutorschule; ein- und zweigeschossiger Vierflügelbau, Mittelbau mit Mezzanin und Walmdach, 1926, Architekt Fritz Luft",
"Neutorstraße 2, Rheinstraße 1", Mainz-Altstadt,"viergeschossiges Wohnhaus mit Malereibetrieb, leicht U-förmiger, hofseitig tiefengestaffelter Flachdachbau mit Attika, kunsthandwerkliches Bauornament, 1953, Architekt Christian Musel",
"Neutorstraße 2b, Rheinstraße 3", Mainz-Altstadt,"ehemalige Centrale Lokomotiv-Reparaturwerkstätte der Hessischen Ludwigs-Eisenbahn, später Markthalle; ein- bis dreigeschossiger Komplex aus langgestreckten eisernen Hallen, kurz vor 1880, Sandsteinquader-Ummantelung und gestaffelte Giebelgruppe 1929",
Neutorstraße 3, Mainz-Altstadt,"stattlicher dreigeschossiger barocker Walmdachbau, Haus „Zu den drei Mohren“, bezeichnet 1710, Hausmadonna, Immakulata, Umkreis Ehrgott Bernhard (Original im Landesmuseum); Ausstattung; dreigeschossiges Nebengebäude",
"Neutorstraße 4, Dagobertstraße 1", Mainz-Altstadt,"ehemaliges städtisches Octroihaus; dreigeschossiges Doppelhaus, Klinkerbau, neugotische Motive, 1860, Architekt wohl Joseph Laské",
Neutorstraße 6, Mainz-Altstadt,"fünfachsiges viergeschossiges Wohn- und Geschäftshaus, sandsteingegliederte Klinkerfassade, 1860er Jahre, Architekt Wilhelm Usinger, bauzeitliches Treppenhaus mit Buntverglasung",
Neutorstraße 6a, Mainz-Altstadt,"großvolumiges Weinhandelshaus, dreigeschossiger sandsteingegliederter Putzbau, Neurenaissancemotive, 1862, Architekt Philipp Krebs; Ausstattung",
Neutorstraße 7, Mainz-Altstadt,"dreigeschossiges spätbarockes Dreifensterhaus, um 1740, Zwerchhaus wohl 1834",
Neutorstraße 9, Mainz-Altstadt,"viergeschossiges Wohnhaus, verputzter Fachwerkbau, frühklassizistische Fassade, 1835",
(an) Neutorstraße 18, Mainz-Altstadt,"Hauspforte, spätbarockes Sandsteinportal",
Neutorstraße 21, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus mit Mansardwalmdach, aufwändige Neurenaissance-Fassade, 1883/84, Architekt Clemens Rühl; tonnengewölbter Keller älter",
Neutorstraße 22, Mainz-Altstadt,"Wohnhaus, teilweise Fachwerk (verputzt), wohl frühes 18. Jahrhundert",
Neutorstraße 29, Mainz-Altstadt,"dreigeschossiges Dreifensterhaus, teilweise Fachwerk (verputzt), Mansarddach, um 1750; im Hof Hausrelief (Marienkrönung)",
Neutorstraße 31, Mainz-Altstadt,"dreigeschossiges Dreifensterhaus, teilweise Fachwerk (verputzt), Mansarddach, um 1750",
Parcusstraße 6, Mainz-Altstadt,"stattliches späthistoristisches Wohnhaus, Balkone mit filigranen Eisengittern, 1888, Architekten Schumacher und Greiner",
Petersplatz 9, Mainz-Altstadt,"Katholische Pfarrkirche St. Peter; dreischiffige barocke Hallenkirche mit Doppelturmfassade, 1749–56, Architekt Johann Valentin Thoman, Rokokoportale; Petruswappen von Georg Scholl, 19. Jahrhundert; Ausstattung",
Peter-Altmeier-Allee 1, Mainz-Altstadt,"Neues Zeughaus, heute Staatskanzlei; palaisartiger Mansardwalmdachbau, 1738–40, Architekt wohl Maximilian von Welsch, Giebelbekrönung von Burkhard Zamels",
Petersstraße 2, Mainz-Altstadt,"Anne-Frank-Schule; Restbestand des Neurenaissancebaus mit Renaissance-Spolien, 1907, Architekt Adolf Gelius: Standerker des Adelshofs Bickenbau, bezeichnet 1574; Sandsteinsäulen vom Stadioner Hof, 16. Jahrhundert; Neurenaissance-Portale und -erker; neugotisches Treppenhaus, Neurenaissance-Lichthof",
Pfaffengasse 4, Mainz-Altstadt,"ehemaliger Dompfarrhof Haus Zur Muskate; achtachsiger Walmdachbau, teilweise Fachwerk (verschiefert), 1687, spätbarocke Veränderungen, Mitte des 18. Jahrhunderts; Ausstattung; Reste der Hofummauerung mit Torbogen, Mitte des 18. Jahrhunderts, gotisches Steinrelief, bezeichnet 1402",
Quintinsstraße 1, Mainz-Altstadt,"Katholische Pfarrkirche St. Quintin; gotische Hallenkirche mit Walmdach, um 1288 bis um 1330, Turmobergeschoss bezeichnet 1489 (Einbau der Türmerwohnung); Ausstattung",
Reichklarastraße 1, Mainz-Altstadt,"ehemalige katholische Reichklarakirche, heute Naturhistorisches Museum; Außenmauern des zweischiffigen gotischen Baus mit Treppentürmchen, um 1300",
Rentengasse 2, Mainz-Altstadt,"Heilig-Geist-Spital; im Kern spätromanischer kubischer Walmdachbau, 1236 begonnen, Umgestaltung nach 1462, grundlegende Restaurierung ab 1975",
Rheinallee, Mainz-Altstadt,"Raimunditor; 1885, Mauerscheibe mit Fußgängerdurchgang, eingefasst von Pfeilern mit Diamantquaderung, ein Pfeiler bekrönt mit Figur des Hessischen Löwen, ursprünglich ein weiterer entsprechender Flügel",
Rheinallee 3a, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit geometrisch-abstrakter Putzornamentik, 1909, Architekt Oscar Hauswald",
Rheinallee 3b, Mainz-Altstadt,"Stadtbibliothek Mainz; breitgelagerter Putzbau mit Giebelrisalit, 1912, Architekt Adolf Gelius, Reliefs von Bildhauer Lipp",
Rheinallee 3c, Mainz-Altstadt,"viergeschossiges Wohnhaus mit halbrundem Standerker, Attikageschoss, 1913, Architekt Reinhold Weisse",
Rheinallee 3d, Mainz-Altstadt,"viergeschossiges neuklassiztisches Wohn- und Geschäftshaus, Jugendstildekor, 1915, Architekt Franz Plaul",
Rheinstraße, Mainz-Altstadt,"Schloßtor; 1880, zwei Mauerscheiben mit Fußgängerdurchlass von Pfeilern mit Diamantquaderung eingefasst, mittlere Pfeiler überhöht mit weiblichen Figuren",
Rheinstraße, Mainz-Altstadt,"Brückentor; 1837, ursprünglich dreiteilig, jetzt nur noch die zwei äußeren Mauerscheiben aus Rotsandsteinquadern mit Fußgängerdurchgängen und Schießscharten erhalten, Pfeiler mit bekrönenden Obeliskenlaufsätzen",
(in) Rheinstraße 13, Mainz-Altstadt,"Holzdecke, Neurenaissance, spätes 19. Jahrhundert",
(bei) Rheinstraße 21, Mainz-Altstadt,"größter zusammenhängender Rest der mittelalterlichen Stadtmauer, Bruchsteinmauerwerk mit Werksteineinschlüssen",
(an) Rheinstraße 33, Mainz-Altstadt,"Ecksäule und Wassermarken; neuromanische Sandsteinsäule mit Hochwassermarken von 1565, 1573, 1784 und 1845; klassizistische Wassermarke, Porzellan, 1784; gebrannter Stein, 1845",
(zu) Rheinstraße 39, Mainz-Altstadt,"relieferter Sandsteinsturz, bezeichnet 1727",
Rheinstraße 45a, Mainz-Altstadt,"fünfgeschossiges gründerzeitliches Eckhaus, Backsteinbau, 1897, Architekt Philipp Krebs",
Rheinstraße 46, Mainz-Altstadt,"viergeschossiger Blockbau mit Mansarddach, Back-Sandsteinfassade, 1896 Peter Gustav Rühl",
Rheinstraße 48, Mainz-Altstadt,"viergeschossiges Blockwohnhaus mit ausgebautem Mansarddach, Eckerker mit Tambourkuppel, 1889, Architekt Gustav Peisker",
(an) Rheinstraße 49, Mainz-Altstadt,"schmiedeeisernes Balkongitter und Rokoko-Wappenkartusche vom Haus Zum Spanischen Kreuz, 1750, Architekt Abraham Scherer",
Rheinstraße 59, Mainz-Altstadt,"Eisenturm; um 1240 erbaut, in der ersten Hälfte des 15. Jahrhunderts erhöht, sechsgeschossiger Torturm aus Bruchsteinmauerwerk mit Eckquaderung, Architekturteile aus Sandstein, schiefergedecktes Walmdach, kurze walmgedeckte seitliche Anbauten, Torfahrt stadtseitig kreuzrippengewölbt mit einfachem Torbogen, rheinseitig als Säulenportal ausgebildeter Rundbogen",
Rochusstraße 2, Mainz-Altstadt,"verwinkeltes Eckwohnhaus, teilweise Fachwerk (verschiefert), wohl 1687; Madonna",
Rochusstraße 6, Mainz-Altstadt,"dreigeschossiges, im Kern barockes Wohnhaus, 1740, Umbau 1889",
Rochusstraße 9, Mainz-Altstadt,"ehemaliges Rochusspital; monumentaler dreigeschossiger barocker Mansardwalmdachbau mit mittiger St.-Rochuskapelle, 1721–29, Architekt Johann Baptist Ferolski; am Säulenportal der Kapelle Wappen Kurfürst Franz Lothar von Schönborn, Statue des Heiligen Rochus, 1727 von Burkhard Zamels",
Rochusstraße 10/12, Mainz-Altstadt,"dreigeschossiges späthistoristisches Eckwohnhaus mit Mansardwalmdach, Jugendstileinflüsse, bezeichnet 1906, Architekt Peter Gustav Rühl; straßenbildprägend",
Rochusstraße 11, Mainz-Altstadt,"Haus Zum Diefenstein; dreigeschossiges Wohnhaus, teilweise Fachwerk (verputzt), erste Hälfte des 18. Jahrhunderts",
Rochusstraße 14, Mainz-Altstadt,"dreigeschossiges Wohnhaus, großvolumiger kubischer Putzbau, am älteren Gebäudeteil Renaissanceportal",
(an) Rochusstraße 23, Mainz-Altstadt,"Haustür, Eichenholz, Louis-Seize-Stil, um 1780",
Rochusstraße 26, Mainz-Altstadt,"viergeschossiges Zweifensterhaus, gründerzeitlicher Ziegelbau, 1889",
Rochusstraße 28, Mainz-Altstadt,"viergeschossiges Zweifensterhaus, gründerzeitlicher Ziegelbau, 1885; Spolien: Scheitelstein, bezeichnet 1695; Hausmarke",
(zu) Rochusstraße 30, Mainz-Altstadt,"Rückgebäude, im Kern aus dem 17. Jahrhundert",
Rochusstraße 32, Mainz-Altstadt,"dreigeschossiges Wohnhaus, barocker Krüppelwalmdachbau, teilweise Fachwerk (teilweise verputzt), im Kern aus dem 17. Jahrhundert, Aufstockung und Erweiterung im 18. Jahrhundert",
Rotekopfgasse 2, Mainz-Altstadt,"zwei- und dreigeschossige Vierflügelanlage, teilweise Fachwerk (verputzt), wohl Ende des 17. Jahrhunderts, Keller und wohl im 18. Jahrhundert aufgestockter Treppenturm älter; platzbildprägend",
(an) Rotekopfgasse 4, Mainz-Altstadt,"Hauspforte, spätbarockes Oberlichtportal, bezeichnet 1730",
Scharfensteinergäßchen ohne Nummer, Mainz-Altstadt,"spätbarockes Wohnhaus, teilweise Fachwerk (verschiefert), zweites Viertel des 18. Jahrhunderts",
