Andreasstraße,Altrich,"neugotisches Altarkreuz, Ende des 19. Jahrhunderts",49.95856,6.910515
Andreasstraße 31,Altrich,"ehemalige Schule mit Turnhalle und Lehrerwohnhaus (?); winkelförmige Anlage, Reformarchitektur, kurz vor oder nach dem Zweiten Weltkrieg",49.956659,6.911467
(zu) Andreasstraße 55,Altrich,"Fachwerkscheune, 19. Jahrhundert",49.955216,6.908781
Andreasstraße 71,Altrich,"spätklassizistisches Wohnhaus, bezeichnet 1867",49.954869,6.907155
Borschrech 12,Altrich,"Hofanlage; repräsentativer Krüppelwalmdachbau, bezeichnet 1888, Nebengebäude mit Backhaus und Scheune oder Remise",49.958856,6.909257
Büscheid 9,Altrich,"Katholische Filialkirche St. Quirinus; dreiachsiger gotisierender Saalbau, Ende des 19. Jahrhunderts",49.961458,6.907649
Büscheider Weg,Altrich,"Wegekreuz; barockes Schaftkreuz, wohl nachträglich bezeichnet 1848",49.961238,6.910874
(bei) Büscheider Weg 2,Altrich,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1659",49.961093,6.911314
Schulstraße 1a,Altrich,"Katholische Pfarrkirche St. Andreas; fünfachsiger gotisierender Saalbau, 1873",49.957419,6.9110000
Schneitkaul,Altrich,"Altarkreuz; Altarunterbau mit Kreuzigungsbildstock, 18. Jahrhundert, Kruzifix eventuell jünger",49.95677,6.910874
(bei) Zum Brühl 7,Altrich,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1703, Abschlusskreuz bezeichnet 1866",49.956115,6.913443
"Andreasstraße 1–5, nordöstlich der Ortslage an der Straße nach Wittlich",Altrich,"Gut Kirchhof; ehemals kurfürstliches Gut; langgestreckter L-förmiger Bau (Nr. 2 und 3), kleiner kubischer Mansardwalmdachbau, Haupthaus, eingeschossiges Wirtschaftsgebäude, spätklassizistisches Wohnhaus und Fachwerkscheune, zweite Hälfte des 19. Jahrhunderts; Wegekreuz bei Gut Kirchhof; Kreuzigungsbildstock, bezeichnet 1714",49.961568,6.913228
bei Neuenhof südlich der Ortslage,Altrich,"Kapelle; Putzbau, 19. Jahrhundert (?)",49.95677,6.910874
"(gegenüber) Haardt 9, südwestlich der Ortslage bei Hof Haardt",Altrich,"Kapelle; Putzbau, wohl von 1720",49.943084,6.895675
"nördlich der Ortslage an der Straße nach Wittlich, nahe der Lieserbrücke",Altrich,"Wegekreuz; barocker Kreuzigungsbildstock, 18. Jahrhundert",52.866262,14.057547
nordöstlich der Ortslage an einem Wirtschaftsweg,Altrich,"Wegekreuz; barockes Schaftkreuz, bezeichnet 1744",49.95677,6.910874
nördlich der Ortslage im Wald,Altrich,"Villa Altrich; historistisches Wohnhaus, Fachwerk auf Quadersockel, wohl vom Ende des 19. oder aus dem 20. Jahrhundert",52.866262,14.057547
"nördlich der Ortslage im Wald, in der Nähe der Villa Altrich",Altrich,"Wegekreuz; barockes Schaftkreuz, bezeichnet 1760, angeblich 1855 erneuert",52.866262,14.057547
"östlich der Ortslage, auf einem Feld jenseits der Eisenbahnlinie",Altrich,"Wegekreuz; neugotisches Altarkreuz, Rotsandstein, Ende des 19. Jahrhunderts",48.730297,8.295717
(bei) Im Haussauer Tal 6,Arenrath,"Kreuzigungsbildstock, bezeichnet 1713","",""
"Kirchstraße, auf dem Friedhof",Arenrath,"Schaftkreuz, bezeichnet 1742; Heiligenhäuschen, Rotsandstein, 18. Jahrhundert",48.074934,8.643239
Kirchstraße 3,Arenrath,"Wohnhaus, zweite Hälfte des 19. Jahrhunderts",49.952805,6.741578
Kirchstraße 5,Arenrath,"Katholische Pfarrkirche St. Alexius; vierachsiger klassizistischer Saalbau, 1855; Kriegerdenkmal, Erster und Zweiter Weltkrieg",49.952486,6.741578
"(neben) Hof Hütt 9, in Hütt nördlich der Ortslage",Arenrath,"Kapelle; Putzbau mit Dachreiter, bezeichnet 1910",49.966366,6.745979
nordöstlich der Ortslage,Arenrath,"Oberer Hof Mellich; Hofhaus, bezeichnet 1792, Umfassungsmauern und Hofgebäude älter",49.952956,6.742126
südlich der Ortslage an der Straße nach Niersbach,Arenrath,"Wegekapelle; Putzbau, bezeichnet 1894; Kreuzigungsbildstock, Rotsandstein, bezeichnet 1695",51.9335,12.225388
Koblenzer Straße,Bausendorf,"Wegekapelle; Putzbau, 19. Jahrhundert",50.012734,6.999457
(bei) Koblenzer Straße 16,Bausendorf,"Heiligenhäuschen; rund geschlossener Mauerblock, 18. oder 19. Jahrhundert",50.012618,6.999304
Kondelstraße 1,Bausendorf,"Katholische Pfarrkirche St. Servatius; vierachsiger Saalbau, 1865",50.013828,6.996654
Wyttenbachstraße 6,Bausendorf,"Pfarrhaus; barocker Krüppelwalmdachbau, um 1800",50.014389,6.995226
Am Hohlberg 10,Bausendorf,"Fachwerkhaus, teilweise massiv, Backofenvorbau, erste Hälfte des 19. Jahrhunderts",50.019986,6.984096
Heinzerather Straße,Bausendorf,"Katholische Filialkirche; kleiner Saalbau, wohl kurz nach 1945",50.02207,6.977502
bei der Heinzerather Mühle nordwestlich des Ortes,Bausendorf,"Katholische Kirche St. Bartholomäus; gotisierender Saalbau, 17. Jahrhundert; Gesamtanlage mit umfriedetem Kirchhof und Kirchhofskreuz, bezeichnet 1657 und 1960",50.012867,6.995298
"





Bausendorf, Kondelstraße 1",Bausendorf,"Katholische Pfarrkirche St. Servatius


",50.013828,6.996654
"





Olkenbach, Heinzerather Straße",Bausendorf,"Katholische Filialkirche


",50.02207,6.977502
"





Olkenbach, bei der Heinzerather Mühle",Bausendorf,"Katholische Kirche St. Bartholomäus


",50.012867,6.995298
"Denkmalzone ehemaliges Augustiner-Chorherrenstift Springiersbach (Karmelitenstraße 2, nördlich der Ortslage)",Bengel (Mosel),"heute Karmeliterkloster

Kirche St. Abrunculus; Säulenbasen des Gründungsbaus, 1127–36, pilastergegliederter Saalbau, 1769–72;
vierflügelige Klosteranlage: Ostflügel 1680, Wiederaufbau nach Brand von 1940, Nordflügel 1720; ehemaliges Abtshaus, 1629; Rokokoportal der ehemaligen Gerberei;
Kreuzigungsbildstock, bezeichnet 1691

",50.015367,7.062231
Sponheimer Straße 1,Enkirch,"Katholische Pfarrkirche St. Franziskus; ehemalige Wallfahrtskirche, Marienkapelle, 1475–80, Emil Snyders und Getze Hansen; einschiffiger Bau mit zwei Ostchören, 1475–92",49.98169,7.138355
Sponheimer Straße 23,Enkirch,"Fachwerkhaus, 18. Jahrhundert",49.983138,7.129704
Sponheimer Straße 25,Enkirch,"Fachwerkhaus, teilweise massiv, über hohem Untergeschoss, eventuell noch aus dem 16. Jahrhundert",49.983138,7.129596
Sponheimer Straße 27/29,Enkirch,"dreigeschossiges Fachwerkhaus, teilweise massiv oder verputzt, bezeichnet 1612",49.983115,7.129443
Sponheimer Straße 33,Enkirch,"breitgelagertes Fachwerkhaus, teilweise massiv, Halbwalmdach, Zeitstellung unklar",49.983005,7.129057
"Sponheimer Straße 34, Priesterstraße 44",Enkirch,"stattliches Fachwerkhaus, teilweise verputzt, eventuell noch aus dem 16. Jahrhundert",49.983358,7.129515
Sponheimer Straße 36,Enkirch,"Fachwerkhaus, teilweise massiv, angeblich von 1626",49.983184,7.129398
Sponheimer Straße 42,Enkirch,"Fachwerkhaus, teilweise massiv, verputzt, bezeichnet 1743, im Kern sicher älter",49.983097,7.129057
Sponheimer Straße 54,Enkirch,"ehemaliger herrschaftlicher Hof (?); stattliches Fachwerkhaus, teilweise massiv, Mansardwalmdach, bezeichnet 1733; Gesamtanlage mit Wirtschaftsgebäude und ummauertem Garten",49.982657,7.128365
Sponheimer Straße 56,Enkirch,"Fachwerkhaus, teilweise massiv oder verschiefert, 17. Jahrhundert",49.982559,7.128293
Weingasse 1,Enkirch,"Fachwerkhaus, teilweise massiv, über hohem Untergeschoss, 17. Jahrhundert; von dominierender Wirkung im Straßenbild",49.983555,7.124233
(an) Weingasse 2,Enkirch,"ehemaliger Eingang, bezeichnet 1761",49.983497,7.124143
Weingasse 7,Enkirch,"ehemaliger herrschaftlicher Hof (?); langgestrecktes Fachwerkhaus, teilweise massiv, 18. Jahrhundert, im 20. Jahrhundert überformt",49.983549,7.124835
Weingasse 16,Enkirch,"breitgelagertes Fachwerkhaus, teilweise massiv, bezeichnet 1675",49.983497,7.124979
(an) Weingasse 18,Enkirch,"barocker Eingang, bezeichnet 1747",49.983439,7.125113
Weingasse 20,Enkirch,"Heimatmuseum und Ratsweinschänke; mehrteiliger Baukomplex, angeblich von 1678/79; Fachwerkbau, teilweise massiv, erkerartiger Vorbau, bezeichnet 1778",49.983346,7.125167
Winkelstraße 2,Enkirch,"stattliches Fachwerkhaus, teilweise massiv, verputzt oder verschiefert, steiler Halbwalm, wohl aus dem 16. Jahrhundert oder älter",49.982819,7.124628
Winkelstraße 11,Enkirch,"zweiteiliges, teilweise dreigeschossiges Fachwerkhaus, teilweise massiv oder verschiefert, 17. oder 18. Jahrhundert",49.983248,7.125329
Zum Herrenberg 10/12,Enkirch,"dreigeschossiges Fachwerkhaus, teilweise massiv, um 1600",49.983439,7.123766
Zum Herrenberg 16,Enkirch,"Wohn- und Geschäftshaus; Fachwerkbau, teilweise massiv, erste Hälfte des 16. Jahrhunderts",49.983207,7.123919
Zum Herrenberg 20,Enkirch,"Wohn- und Geschäftshaus; Fachwerkbau, teilweise massiv, angeblich von 1637",49.983109,7.124035
Zum Herrenberg 42,Enkirch,"Wohn- und Geschäftshaus; dreigeschossiger Fachwerkbau, teilweise massiv, bezeichnet 1607",49.982298,7.124925
Zum Herrenberg 43,Enkirch,"ehemaliges Wohnhaus (?), später Wirtschaftsgebäude; eingeschossiger Massivbau, (verputzte) Fachwerkgiebel wohl aus dem 18. Jahrhundert",49.981429,7.125913
Zum Herrenberg 54,Enkirch,"ehemaliges Rathaus (?); kubischer Walmdachbau, Schiefer, um 1900",49.981719,7.125383
Zum Herrenberg 60,Enkirch,"Gästehaus Cratzeburg; ehemaliger Hof der Cratz von Scharfenstein; stattlicher eingeschossiger Massivbau, im Kern spätmittelalterlich, im 18. Jahrhundert teilweise Überformt",49.981047,7.125949
(an) Zum Herrenberg 70,Enkirch,"achteckiger Treppenturm, 16. Jahrhundert",49.980398,7.126479
östlich der Ortslage am Großbach,Enkirch,"Großbachmühle; kleiner Fachwerkbau, teilweise massiv, erbaut 1834, 1983 Beginn des Wiederaufbau nach den vorhandenen Plänen",48.730297,8.295717
südöstlich der Ortslage am Ahringsbach,Enkirch,"Ahringsmühle; repräsentativer Mansarddachbau, erste Hälfte des 19. Jahrhunderts, jüngerer Fachwerkerker; Gesamtanlage mit Garten mit Bruchsteinmauer und Resten einer barocken Buchsgliederung",48.034944,10.504477
"südöstlich der Ortslage am Ahringsbach, nördlich der Ahringsmühle",Enkirch,"ehemalige Mühle; kleiner Fachwerkbau, teilweise massiv, wohl aus dem 19. Jahrhundert",48.034944,10.504477
"Denkmalzone Hauptstraße 28–34 (alle Nummern), 39, 43 sowie Paulinerstraße 4–10 (gerade Nummern)",Erden (Mosel),"In einem kleinen Teil des historischen Ortskerns östlich der Kirche ist die historische Bausubstanz, vor allem des 17. und 18. Jahrhunderts, in großer Dichte erhalten.","",""
Am Moselufer 1,Erden (Mosel),"ehemaliger Bahnhof der Moseltalbahn; langgestreckter eingeschossiger Fachwerkbau, um 1900",49.979865,7.021385
(bei) Brückenstraße 2,Erden (Mosel),"Heiligenhäuschen; Ecce-Homo-Relief, 18. Jahrhundert (?)",49.978226,7.030323
Fährstraße 6,Erden (Mosel),"Wohnhaus, Mansarddachbau, 19. oder 20. Jh., teilweise Fachwerk, im Kern wohl spätestens aus dem 17. Jahrhundert",49.979396,7.024278
Fährstraße 7,Erden (Mosel),"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",49.979274,7.024475
Hauptstraße,Erden (Mosel),"Kriegerdenkmal 1914/18, Rundtempel",49.979025,7.023379
Hauptstraße 10,Erden (Mosel),"Wohnhaus, Bruchsteinbau, Neurenaissance, um 1900",49.978857,7.02673
Hauptstraße 16,Erden (Mosel),"Fachwerkhaus, teilweise massiv oder verschiefert, verputzt, wohl aus der ersten Hälfte des 17. oder noch aus dem 16. Jahrhundert",49.97873,7.026128
Hauptstraße 18,Erden (Mosel),"Fachwerkhaus, teilweise massiv, verputzt, wohl aus dem 17. und 18. Jahrhundert, im Kern aus dem 16. oder 17. Jahrhundert",49.978736,7.026002
Hauptstraße 29/31,Erden (Mosel),"Fachwerkhaus, teilweise massiv, bezeichnet 1661",49.978707,7.025122
Hauptstraße 30,Erden (Mosel),"Fachwerkhaus, teilweise massiv, Mansarddach, bezeichnet 1707",49.978788,7.024969
Hauptstraße 32,Erden (Mosel),"langgestrecktes Fachwerkhaus, teilweise massiv, bezeichnet 1720",49.978817,7.024817
Hauptstraße 34,Erden (Mosel),"Fachwerkhaus, teilweise massiv, bezeichnet 1679",49.978886,7.024547
Hauptstraße 45,Erden (Mosel),"Katholische Pfarrkirche St. Anna; Saalbau 1718–20, Bruchsteinturm 1869",49.978956,7.023936
nördlich der Ortslage am gegenüberliegenden Moselufer,Erden (Mosel),ehemalige Wegekapelle oder Weinbergsunterstand; in den Fels eingelassener verputzter Bruchsteinbau,52.866262,14.057547
östlich der Ortslage an der Straße nach Lösnich,Erden (Mosel),"Heiligenhäuschen; rund geschlossener Mauerblock, 18. oder 19. Jahrhundert; jüngere Pietà",49.998092,8.659454
südlich der Ortslage oberhalb der Weinberge,Erden (Mosel),"Wegekapelle als Kriegerdenkmal 1914/18; kleiner Bruchsteinsaal, 1922/23, Ausmalung 1927; Kriegerdenkmal 1870/71, Obelisk",50.220008,6.561537
Auf der Burg 2a,Esch (bei Wittlich),"Katholische Filialkirche St. Nikolaus; spätgotischer Chor, 1408, zweiachsiger Saal, 1771",52.923576,7.638779
Brunnenstraße,Esch (bei Wittlich),"sogenanntes Koppensteinkreuz; Schaftkreuz, bezeichnet 1653.[1]",49.895796,6.849798
Römerstraße,Esch (bei Wittlich),"Bildstock, bezeichnet 1623",49.894844,6.850867
Römerstraße 4/6,Esch (bei Wittlich),"zweigeschossiger Krüppelwalmdachbau, im Kern aus dem 17. oder 18. Jahrhundert",49.895285,6.851127
nördlich der Ortslage,Etgert,Etgertersägemühle,49.779236,7.021933
Im Kordel,Flußbach,"Brunnenhäuschen, Sandstein, bezeichnet 1840",50.017278,6.924142
Kirchstraße,Flußbach,"Katholische Filialkirche St. Servatius; Chor nach 1860, östliche Achse des Schiffes des 18. Jahrhunderts an Neubau von 1970 mit Portal und Fenster des Vorgängers; neugotischer Kruzifix, Rotsandstein, zweite Hälfte des 19. Jahrhunderts",50.017816,6.925607
Hauptstraße 30,Gipperath,"ehemalige katholische Pfarrkirche St. Quirin; jetzt Kapelle, kleiner Saalbau, im Kern von 1556, Veränderungen im 18. und 19. Jahrhundert, 1949 erweitert",50.039418,6.862545
nordöstlich der Ortslage,Gipperath,"Heiligenhäuschen; Nischengehäuse, Rotsandstein, bezeichnet 1761",50.038747,6.863057
nördlich der Ortslage an der Straße nach Niederöfflingen,Gipperath,"Heiligenhäuschen; Nischengehäuse, Pietàrelief, 18. Jahrhundert",52.866262,14.057547
nordöstlich der Ortslage an der Straße nach Niederöfflingen,Gipperath,"Wegekapelle; Putzbau, 18. oder 19. Jahrhundert, wohl bauzeitliches Pietàrelief","",""
Kirchweg,Gladbach (Eifel),"Katholische Filialkirche St. Valentin; zweiachsiger Saalbau, bezeichnet 1788",49.934428,6.767305
Mühlenweg 17,Gladbach (Eifel),"Streckhof, 19. Jahrhundert; Massivbau, Stallscheune, Nebengebäude, Backhaus",51.020217,6.760909
(bei) Peter-Mergen-Straße 22,Gladbach (Eifel),"ehemaliges Quereinhaus, zweite Hälfte des 18. Jahrhunderts oder um 1800, Wirtschaftsteil wohl aus dem 19. Jahrhundert",49.934689,6.768087
Peter-Mergen-Straße 33,Gladbach (Eifel),"Wohnhaus, bezeichnet 1797",49.934585,6.768743
Alte Schulstraße 8,Gornhausen,"ehemalige Schule; sechsachsiger Putzbau, Mitte des 19. Jahrhunderts",49.858968,7.044822
Hauptstraße 3,Gornhausen,"Katholische Filialkirche St. Antonius; zweiachsiger Saalbau, bezeichnet 1823",49.860577,7.045684
Hauptstraße 16,Gornhausen,"Evangelische Kirche; zweiachsiger Saalbau, bezeichnet 1824",49.859729,7.04608
Rosenstraße 1,Gornhausen,"kleiner Dreiseithof; Quereinhaus, Wirtschaftsteil teilweise Fachwerk, im Kern wohl aus der ersten Hälfte des 19. Jahrhunderts, hofseitig erweitert, links ein zweiter Wohnteil",49.859357,7.045226
Veldenzer Straße 10,Gornhausen,"stattliches Quereinhaus, 19. Jahrhundert",49.860118,7.045074
Hauptstraße 39,Graach an der Mosel,"Fachwerkhaus, teilweise massiv oder verschiefert, bezeichnet 1809, Zierfachwerk wohl aus dem 17. Jahrhundert",47.540377,8.823244
Hauptstraße 52,Graach an der Mosel,"Fachwerkhaus, teilweise massiv, bezeichnet 1737, Maskenkonsolen bezeichnet 1561 und 1777",47.546988,8.844579
(an) Hauptstraße 55,Graach an der Mosel,"spätgotischer Oberlichteingang, bezeichnet 1585",47.09193,7.455253
Hauptstraße 59,Graach an der Mosel,"Katholische Pfarrkirche St. Simon und Juda; zweischiffige Halle, um 1500, Erweiterung durch neugotische Stufenhalle, Westturm von 1601; Bildstock, bezeichnet 1648",47.498096,9.025032
Hauptstraße 65,Graach an der Mosel,"Frühmessnerhaus; villenartiger Schieferbau, Neurenaissance, bezeichnet 1888",47.498327,9.024817
Hauptstraße 73,Graach an der Mosel,"Wohnhaus; Mansardwalmdachbau, Fachwerk wohl aus dem 18. Jahrhundert, massives Erdgeschoss, wohl um 1910/20",47.499185,9.022679
(bei) Hauptstraße 77,Graach an der Mosel,"Wegekreuz; Schaftkreuz, wohl aus dem 18. Jahrhundert",47.499435,9.022122
Hauptstraße 79,Graach an der Mosel,"Wohnhaus; Fachwerkhaus, teilweise Bruchstein, bezeichnet 1826, Zierfachwerk, bezeichnet 1708",47.863387,16.377267
Hauptstraße 90/92,Graach an der Mosel,"Weingut; fünfachsiger spätklassizistischer Bruchsteinbau, bezeichnet 1867, erweitert 1874",47.863145,16.376602
(an) Hauptstraße 126,Graach an der Mosel,"Spätrenaissanceportal, bezeichnet 1615 (?)",50.693237,7.179596
Kirchstraße 8,Graach an der Mosel,"Fachwerkhaus, teilweise massiv",49.935269,7.062537
Kirchstraße 11,Graach an der Mosel,"Mattheiserhof; ehemaliger Hof der Abtei St. Matthias in Trier; Zweiflügelbau, 1723, als dritter Flügel das katholische Pfarrhaus",49.935049,7.062213
Weingartenstraße 2,Graach an der Mosel,"winkelförmiger Mansarddachbau, 18. Jahrhundert",49.933999,7.06472
Weingartenstraße 11/11a,Graach an der Mosel,"ehemaliger Zehnthof; Walmdachbau, wohl vom Ende des 18. Jahrhunderts",49.933877,7.065268
Weingartenstraße 13,Graach an der Mosel,"Winzerhofanlage; Krüppelwalmdachbau, Wirtschaftsgebäude, bezeichnet 1748",49.933657,7.065492
"nordöstlich der Ortslage, am Weg von der Pfarrkirche zum sogenannten Schunken-Heiligenhäuschen",Graach an der Mosel,"Kreuzweg; 14 neugotische Stationsbilder, teilweise bezeichnet 1877","",""
"nordöstlich der Ortslage, an der Straße nach Graacher Schäferei",Graach an der Mosel,"sogenanntes Schunken-Heiligenhäuschen; Wegekapelle; Putzbau, Zeltdach, bezeichnet 1707 und 1893 (Renovierung)","",""
nordwestlich der Ortslage,Graach an der Mosel,"Josephshof; Massivbau über tiefen gewölbten Kellern, Kapellenanbau, bezeichnet 1672 und 1712",49.934457,7.0641
"südöstlich der Ortslage, am alten Weg nach Bernkastel in den Weinbergen",Graach an der Mosel,"Wegekreuz; barocker Kreuzigungsbildstock, bezeichnet 1704","",""
Hauptstraße,Gräfendhron,"Straßenbrücke; zweibogige Bruchsteinkonstruktion, 18. oder 19. Jahrhundert",49.79466,6.993807
Im Dhrontal 4,Gräfendhron,"ehemalige Mühle; Streckhof, bezeichnet 1872",49.793137,6.995657
Kapellenstraße 1,Gräfendhron,"Katholische Filialkirche; kleiner Putzbau, 1785",49.793649,6.992971
westlich der Ortslage bei der Krakesmühle,Gräfendhron,"Straßenbrücke über die Drhon; einbogige Bruchsteinkonstruktion, 19. Jahrhundert (?)",49.793585,6.993564
Im Oberdorf 5,Greimerath (Eifel),"Wohnhaus eines Streckhofs; vierachsiger Putzbau, bezeichnet 1769; Türflügel, Anfang des 19. Jahrhunderts (oder um 1920?)",50.040789,6.908512
In der Hill,Greimerath (Eifel),"Heiligenhäuschen; rund geschlossener Mauerblock, Sandsteinrelief, bezeichnet 1813",50.039378,6.907299
St.-Georg-Straße 11,Greimerath (Eifel),"Katholische Pfarrkirche St. Georg; dreiachsiger Saalbau, 1760/61; zwei Kreuzigungsbildstöcke, bezeichnet 1730 und 1728",52.242927,7.382741
St.-Georg-Straße 12,Greimerath (Eifel),"Wohnhaus, Pfarrhaus (?); stattlicher Krüppelwalmdachbau, bezeichnet 1723",52.24263,7.383442
südwestlich der Ortslage am Waldrand,Greimerath (Eifel),"Heiligenhäuschen; Mauerblock mit Sandsteinfront und Nische, bezeichnet 1749",51.165109,14.421293
Himmeroder Straße,Großlittgen,"neugotischer Bildstock, Rotsandstein, bezeichnet 1878",50.022435,6.781975
(hinter) Himmeroder Straße 4,Großlittgen,"Quereinhaus, wohl noch aus dem 18. Jahrhundert",50.025317,6.797947
Himmeroder Straße 10,Großlittgen,"kleines Quereinhaus, 19. Jahrhundert",50.025317,6.797633
Himmeroder Straße 12,Großlittgen,"ehemalige Schule; Putzbau, zweite Hälfte des 19. Jahrhunderts",50.025155,6.797435
(bei) Himmeroder Straße 13,Großlittgen,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1641",50.024889,6.797597
Himmeroder Straße 13,Großlittgen,"Wohnhaus eines Streckhofs, wohl aus der Mitte des 18. Jahrhunderts",50.024889,6.797597
(zu) Kirchstraße 10,Großlittgen,"Backhaus, eventuell noch aus dem 18. Jahrhundert",50.025097,6.800328
Kirchstraße 15,Großlittgen,"Katholische Pfarrkirche St. Martin; romanischer ehemaliger Chorturm, barockes Schiff, 1735, anstelle des Chors Neubau mit Querhaus, 1887; Kreuzigungsbildstock, bezeichnet 1690; reliefierte Grabplatte (Pfarrergrabstein?)",50.025328,6.801432
Schladter Straße,Großlittgen,"Abschlusskreuz, Sandstein, 17. Jahrhundert",50.026081,6.800759
Wittlicher Straße 4,Großlittgen,"Putzbau, teilweise Fachwerk, Backofen(?)vorbau",50.025155,6.79872
Wittlicher Straße 15,Großlittgen,"Quereinhaus, bezeichnet 1842, altes Hofpflaster",50.023986,6.801513
Himmerod 1–10 (westlich des Ortes),Großlittgen,"Zisterzienserabtei Himmerod; Reste der Barockkirche, gegen 1751, Quadrum 1644–88; ehemalige Klostermühle; auf dem Klosterhof Schaftkreuz, bezeichnet 1587; ehemalige Klosterherberge, Mansarddachbau, bezeichnet 1792",50.029397,6.755618
"südlich der Ortslage, am Verbindungsweg zwischen der Straße nach Minderlittgen und der nach Musweiler",Großlittgen,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1675, Abschlusskreuz bezeichnet 1949","",""
südlich der Ortslage an der Straße nach Minderlittgen,Großlittgen,"Wegekapelle; Putzbau; steinernes Kruzifix, bezeichnet 1551 (?)",51.9335,12.225388
südöstlich der Ortslage an der Straße nach Minderlittgen,Großlittgen,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1607","",""
"südöstlich der Ortslage an der Straße nach Minderlittgen, am nördlichen Straßenrand",Großlittgen,"Bildstock; Rotsandstein, bezeichnet 1876","",""
westlich der Ortslage auf einer Anhöhe,Großlittgen,"Wegekreuz; Schaftkreuz, Rotsandstein, bezeichnet 1706",50.024784,6.796788
Dorfstraße,Hasborn (Eifel),"Katholische Filialkirche St. Rochus; dreiachsiger Saalbau, 1775",50.053689,6.908521
Hauptstraße 2,Hasborn (Eifel),"zum Winkelhof erweitertes Quereinhaus; stattlicher spätklassizistischer Krüppelwalmdachbau, wohl aus der zweiten Hälfte des 19. Jahrhunderts",49.489508,6.987303
(bei) Hauptstraße 36,Hasborn (Eifel),"Wegekapelle Vierzehn Nothelfer; kleiner Putzbau, Sandsteinrelief",49.489508,6.987303
Zum Dümpel 4,Hasborn (Eifel),"eineinhalbgeschossiges Wohnstallhaus, teilweise Fachwerk und verschiefert, bezeichnet 1857",50.053718,6.907802
nordöstlich der Ortslage am Sammetbach,Hasborn (Eifel),Hasbornermühle,"",""
"Am Bendersbach, Ecke Kirchstraße",Heckenmünster,"Wirtschaftsgebäude (ehemaliges Backhaus ?), im Kern eventuell noch aus dem 17. Jahrhundert",49.908909,6.789611
Am Bendersbach 21,Heckenmünster,"Streckhof, bezeichnet 1776, Wirtschaftsteil wohl erweitert",49.90906,6.787392
Kirchstraße 4,Heckenmünster,"Katholische Pfarrkirche Heiligkreuz; dreiachsiger Saalbau, 1744; als Friedhofskreuz Kreuzigungsbildstock, bezeichnet 1718; Kriegerdenkmal 1914/18",49.909605,6.787464
Viktoriaweg,Heckenmünster,"Wegekreuz; Balkenkreuz, Rotsandstein, bezeichnet 1685",49.907673,6.789503
Viktoriaweg 2,Heckenmünster,"stattliches Quereinhaus, zweite Hälfte des 18. Jahrhunderts",49.908955,6.786889
südöstlich der Ortslage,Heckenmünster,Kalbergerhof,49.90924,6.786619
"südöstlich der Ortslage im Wald, am Weg zum Kalbergerhof",Heckenmünster,"Wegekreuz; Nischenkreuz, grauer Sandstein, 16. oder 17. Jahrhundert",48.034944,10.504477
(an) Brunnenstraße 21,Heidenburg,"Wegekreuz; klassizistisches Schaftkreuz, Rotsandstein, bezeichnet 1850",49.798667,6.921555
(an) Kirchstraße 1,Heidenburg,"Wegekreuz; Schaftkreuz, bezeichnet 1714",49.797975,6.918366
Kirchstraße 31,Heidenburg,"Katholische Pfarrkirche St. Michael; neugotischer Saalbau, 1865–67",49.800225,6.917836
"(gegenüber) Kirchstraße 31, auf dem Friedhof",Heidenburg,"Friedhofskapelle; ehemals katholische Pfarrkirche St. Michael; spätgotischer ehemaliger Chor; neugotisches Pfarrergrabmal, bezeichnet 1906; Schaftkreuz, Rotsandstein, wohl aus der ersten Hälfte des 19. Jahrhunderts",48.074934,8.643239
Stallergarten,Heidenburg,"Wegekreuz; Holzkreuz, bezeichnet 1950",49.413484,8.708062
nordwestlich der Ortslage an der Straße nach Leiwen,Heidenburg,Wegekreuz; Holzkreuz,"",""
südöstlich der Ortslage an der Straße nach Talling,Heidenburg,Kriegerdenkmal 1914/18,"",""
südöstlich der Ortslage an der Straße nach Talling,Heidenburg,Wegekreuz; Holzkreuz,"",""
südwestlich der Ortslage an der Straße nach Büdlich,Heidenburg,"Wegekreuz; klassizistisches Sockelkreuz, bezeichnet 1866",51.165109,14.421293
Am Klausbach 5,Heidweiler,"stattliches Quereinhaus, bezeichnet 1859",49.906757,6.744893
In der Gaß,Heidweiler,"Schaftkreuz, bezeichnet 1668",49.910951,6.747677
Kirchstraße,Heidweiler,"Katholische Pfarrkirche St. Vincentius; dreiachsiger Saalbau, heutiges Erscheinungsbild wohl von 1776, im Kern eventuell älter, Chor von 1905; von Bruchsteinmauer umfriedeter Friedhof; neugotisches Kirchhofskreuz, zweite Hälfte des 19. Jahrhunderts",49.906055,6.745665
Kirchstraße 2,Heidweiler,"Wohnteil des ehemaligen Pfarrhofs, bezeichnet 1756",49.905097,6.745207
Mühlenstraße,Heidweiler,"barockes Schaftkreuz, bezeichnet 1758",49.907134,6.750157
Mühlenstraße,Heidweiler,"Balkenkreuz, angeblich von 1946",49.907134,6.750157
