Langgasse 1,Bernkastel-Kues,"Fachwerkhaus, teilweise massiv, frühes 17. Jahrhundert",49.941907,7.040348,
Langgasse 2,Bernkastel-Kues,"Katholische Pfarrkirche St. Agatha; neugotische Bruchsteinhalle, 1869, Architekt Vincenz Statz, Köln",49.941704,7.040977,
Langgasse 25,Bernkastel-Kues,"Fachwerkhaus, teilweise massiv, bezeichnet 1697",49.942157,7.043286,
Reitzengang 1,Bernkastel-Kues,"schmales Wohnhaus, teilweise Fachwerk, angeblich von 1606, im 18. Jahrhundert massiv überformt",49.942719,7.03813,
Uferallee 10,Bernkastel-Kues,"fünfachsiger Mansarddachbau, 18. Jahrhundert, Nebengebäude, um 1910",49.942418,7.043735,
"Uferallee 11, Zehnthausstraße 16",Bernkastel-Kues,"ehemaliges kurfürstliches Zehnthaus; stattlicher Halbwalmdachbau, Ende des 16. oder Anfang des 17. Jahrhunderts",49.942307,7.043879,
(bei) Uferallee 14,Bernkastel-Kues,"Schaftkreuz, bezeichnet 1753, renoviert 1846",49.942035,7.04484,
Uferallee 19,Bernkastel-Kues,"Winzervilla; stattlicher späthistoristischer Schieferbau, um 1900",49.941496,7.045999,
Uferallee 22,Bernkastel-Kues,"Winzervilla; dreigeschossiger Walmdachbau in der Formensprache des späten 18. Jahrhunderts, um 1910",49.941299,7.046628,
Uferallee 23,Bernkastel-Kues,"aufwendige späthistoristische Winzervilla, um 1905",49.941229,7.046708,
Uferallee 25/26,Bernkastel-Kues,"Weingut; villenartiges Wohnhaus, Kellereigebäude, Reformarchitektur, 1923/24",49.94098,7.047256,
"an der B 53 nordwestlich von Kloster Machern, bei der Abzweigung der Auffahrt zum Gehöft Altmachern",Bernkastel-Kues,"Wegekreuz; barockes Schaftkreuz, 18. Jahrhundert",54.137362,10.495574,
"nördlich der Ortslage am gegenüberliegenden Moselufer, an der Straße zwischen Graach und Zeltingen-Rachting",Bernkastel-Kues,"Wegekapelle, sogenannte Taufkapelle; Bruchsteinbau, wohl spätes 19. Jahrhundert; innen Kreuzigungsbildstock, bezeichnet 1691, sowie barocker Bildstock",52.866262,14.057547,
"nördlich der Ortslage am gegenüberliegenden Moselufer, an der Straße zwischen Graach und Zeltingen-Rachting",Bernkastel-Kues,"Wegekreuz; gotisierendes Balkenkreuz, bezeichnet 1851",52.866262,14.057547,
nordwestlich der Ortslage an der Straße nach Ürzig,Bernkastel-Kues,"Wegekapelle; Putzbau; Rundbogennische, bezeichnet 1661",,,
nordwestlich der Ortslage an der Straße nach Ürzig,Bernkastel-Kues,"Wegekreuz; barockes Schaftkreuz, bezeichnet 1746, Abschlusskreuz um 1900",,,
westlich von Kloster Machern an der Straße nach Platten,Bernkastel-Kues,"Wegekreuz, sogenanntes Buftenkreuz oder Großer Herrgott; Schaftkreuz, bezeichnet 1673",,,
