"Denkmalzone Ortskern (Adolf-Brandt-Platz, Alter Platz, Am alten Wallgraben, Am Schleidentor, An der alten Bleiche, An der alten Stadtmauer, Bahnhofstraße, Fährgasse, Frongasse, Grabenstraße, Hospitalgasse, Hündelsgasse, Kirchgasse, Kölner Straße, Marktgasse, Marktplatz, Pützgasse, Severinstraße, Unterste Gasse)","Denkmalzone Ortskern (Adolf-Brandt-Platz, Alter Platz, Am alten Wallgraben, Am Schleidentor, An der alten Bleiche, An der alten Stadtmauer, Bahnhofstraße, Fährgasse, Frongasse, Grabenstraße, Hospitalgasse, Hündelsgasse, Kirchgasse, Kölner Straße, Marktgasse, Marktplatz, Pützgasse, Severinstraße, Unterste Gasse)", Erpel,,"historisches Ortsbild, das auf der mittelalterlichen Grundrissstruktur innerhalb des halbovalen Mauerrings aufbaut, mit unverwechselbarem Uferpanorama mit romanischer Pfarrkirche St. Severin und gotischem Neutorturm, der von Fachwerkbauten geprägten Hofbebauung des 17. und 18. Jahrhunderts, die sich zu geschlossenen kennzeichnenden Platz- und Straßenbildern zusammenfügt, sowie der wohl Ende des 14. oder Anfang des 15. Jahrhunderts mit vier Tortürmen und einem Eckturm errichteten Ortsbefestigung, von der sich Neutorturm, Reste der übrigen Türme und große Mauerteile an der Rheinfront erhalten haben",,,,
Denkmalzone Jüdischer Friedhof (nordöstlich der historischen Ortslage im Wald),Denkmalzone Jüdischer Friedhof (nordöstlich der historischen Ortslage im Wald), Erpel,,wenige Grabsteinreste,,,,
Wikipedia,Wikipedia, Erpel,,ilderwunsch an bestimmtem Ort,,,,
Kausener Straße,Kausener Straße, Großmaischeid,,"ehemaliger Wasserturm, teilweise Fachwerk, 1923",,50.502205,7.637516,
Kirchstraße,Kirchstraße, Großmaischeid,,"Römisch-katholische Pfarrkirche St. Bonifatius; romanischer Westturm, Langhaus 1716/17, neugotisches Querhaus und Chor, 1875/76; vor der Kirche Pfarrergrabsteine; in der Kirchhofsmauer Grabsteine des 18. und 19. Jahrhunderts",,50.504908,7.634796,
Poststraße 5,Poststraße 5, Großmaischeid,,"Fachwerkhaus, teilweise massiv, 17. und 18. Jahrhundert",,50.50543,7.63484,
südwestlich der Ortslage im Wald,südwestlich der Ortslage im Wald, Großmaischeid,,"Denkmal; Gedenkstein für den an dieser Stelle 1829 ermordet aufgefundenen Johannes Becker II. vom Grasberger Hof, 1971 erneuert",,50.505688,7.635232,
"südwestlich der Ortslage im Wald, oberhalb des Sayn","südwestlich der Ortslage im Wald, oberhalb des Sayn", Großmaischeid,,"Jagdschloss Sayneck; von 1884-1968 im Besitz der Industriellenfamilie Krupp; seitdem im Besitz der Fürsten zu Wied; Putzbau, Neurenaissance, ursprünglich errichtet 1881; Gesamtanlage mit den beiden Nebengebäuden, Anfang des 20. Jahrhunderts",,50.505688,7.635232,
südwestlich der Ortslage,südwestlich der Ortslage, Großmaischeid,,"Wegekapelle; steinsichtig verputzter Bruchsteinbau, wohl aus dem 18. Jahrhundert",,50.505688,7.635232,
Hohlstraße 8,Hohlstraße 8, Großmaischeid,,"Fachwerk-Quereinhaus, teilweise massiv, 18. Jahrhundert",,50.49621,7.65765,
westlich oberhalb der Ortslage an der Straße nach Großmaischeid,westlich oberhalb der Ortslage an der Straße nach Großmaischeid, Großmaischeid,,"Wegekreuz; Schaftkreuz, Basalt, bezeichnet 1851",,50.505688,7.635232,
Dorfstraße,Dorfstraße, Hammerstein (am Rhein),,"Katholische Filialkirche St. Katharina; Saalbau, 17. Jahrhundert, 1872 erweitert, Sakristei 1742",,50.480172,7.35003,
Dorfstraße 1–3,Dorfstraße 1–3, Hammerstein (am Rhein),,"sogenanntes Krewl‘sches Weingut, ehemaliger Kurkölner Nonnenhof; heutiger Baubestand im Kern barock, 1908 erweitert",,50.478896,7.34723,
Dorfstraße 16,Dorfstraße 16, Hammerstein (am Rhein),,"vierachsiges Wohnhaus, rundbogiger Kellerzugang; Datierung unklar",,50.47888,7.348498,
Dorfstraße 22,Dorfstraße 22, Hammerstein (am Rhein),,"Hoftor, Basalt, bezeichnet 1763",,50.479239,7.348905,
(zu) Dorfstraße 24,(zu) Dorfstraße 24, Hammerstein (am Rhein),,"Wohnhaus, Bruchsteinbau, teilweise verputzt, im Kern noch mittelalterlich oder aus dem 16. Jahrhundert",,50.479338,7.349066,
Dorfstraße 28,Dorfstraße 28, Hammerstein (am Rhein),,"dreigeschossiges Wohnhaus, Bruchstein und Fachwerk, 16. Jahrhundert",,50.479575,7.349398,
Kapellenstraße,Kapellenstraße, Hammerstein (am Rhein),,"Wegekreuz, Schaftkreuz, Basalt, bezeichnet 1671",,50.47782,7.349792,
nordwestlich der Ortslage,nordwestlich der Ortslage, Hammerstein (am Rhein),,"Wegekreuz; Schaftkreuz, Basalt, 17. Jahrhundert",,,,
nordwestlich der Ortslage an der Gemarkungsgrenze,nordwestlich der Ortslage an der Gemarkungsgrenze, Hammerstein (am Rhein),,"sogenanntes Sebastianskreuz; Abschlusskreuz, Basalt, bezeichnet 1667",,,,
nordöstlich der Ortslage in einem Seitental,nordöstlich der Ortslage in einem Seitental, Hammerstein (am Rhein),,"Wegekreuz; Balkenkreuz, Basalt, bezeichnet 1735",,,,
nordöstlich der Ortslage in einem Seitental,nordöstlich der Ortslage in einem Seitental, Hammerstein (am Rhein),,"Wegekreuz; Schaftkreuz, Basalt, bezeichnet 1671",,,,
Denkmalzone Jüdischer Friedhof (in einem Seitental östlich der Burgruine),Denkmalzone Jüdischer Friedhof (in einem Seitental östlich der Burgruine), Hammerstein (am Rhein),,etwa 20 Grabsteine,,,,
Hauptstraße,Hauptstraße, Hammerstein (am Rhein),,"Katholische Pfarrkirche St. Georg; romanischer, ursprünglich einschiffiger Bau, um 1200, Seitenschiffe 1686; Schaftkreuz, Basalt, 17. Jahrhundert",,50.472606,7.353025,
Hauptstraße 30,Hauptstraße 30, Hammerstein (am Rhein),,"sogenannte Claurenburg, ehemaliger Burgmannshof; zwei- und dreigeschossiger Bruchsteinbau, kurzer Querflügel, polygonaler Treppenturm, Ende des 16. Jahrhunderts",,50.472166,7.35347,
Hauptstraße 33,Hauptstraße 33, Hammerstein (am Rhein),,"stattlicher barocker Krüppelwalmdachbau, Bruchstein, zweite Hälfte des 18. Jahrhunderts",,50.472166,7.35347,
südlich der Ortslage,südlich der Ortslage, Hammerstein (am Rhein),,"Heiligenhäuschen; spitzgiebliger Mauerblock mit zwei Nischen, 17. oder 18. Jahrhundert",,,,
nördlich der Burgruine Hammerstein,nördlich der Burgruine Hammerstein, Hammerstein (am Rhein),,"Heiligenhäuschen; stattlicher Mauerblock mit zwei Nischen, 17. oder 18. Jahrhundert",,,,
südöstlich der Ortslage unterhalb der Burg Hammerstein,südöstlich der Ortslage unterhalb der Burg Hammerstein, Hammerstein (am Rhein),,"Wegekreuz; Schaftkreuz, Basalt, bezeichnet 1715",,,,
Bismarckstraße 3,Bismarckstraße 3, Hardert,,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.518384,7.516728,
Mittelstraße 29,Mittelstraße 29, Hardert,,"Fachwerkhaus, teilweise verschiefert, 18. Jahrhundert",,50.517243,7.517498,
Hauptstraße 35,Hauptstraße 35, Harschbach,,"Fachwerkhaus, teilweise massiv, erste Hälfte des 19. Jahrhunderts",,50.57262,7.5959,
Im Winkel 3,Im Winkel 3, Harschbach,,"Fachwerkscheune, teilweise massiv, 18. Jahrhundert",,50.57323,7.59546,
Jakobus-Wirth-Straße 8,Jakobus-Wirth-Straße 8, Hausen (Wied),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.54283,7.40727,
Wallbachstraße 8,Wallbachstraße 8, Hausen (Wied),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.553026,7.383416,
nördlich der Ortslage im Wallbachtal,nördlich der Ortslage im Wallbachtal, Hausen (Wied),,"Wallbachs-Mühle; Mühle von 1931 mit zeitgleicher Mühleneinrichtung und oberschlächtigem Mühlrad, Fachwerkstallgebäude, teilweise massiv, 19. Jahrhundert, Fachwerkscheune, bezeichnet 1792, Ziegelsteinbackhaus mit Backofen, bezeichnet 1837",,50.543611,7.408056,
Hauptstraße 22,Hauptstraße 22, Hausen (Wied),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.539159,7.391903,
Hauptstraße 24,Hauptstraße 24, Hausen (Wied),,"Fachwerkhaus, wohl 18. Jahrhundert",,50.539017,7.391588,
Langscheid ohne Nummer,Langscheid ohne Nummer, Hausen (Wied),,"Krüppelwalmdachbau, teilweise Fachwerk und verbrettert, um 1800",,50.543611,7.408056,
Lindenweg 2/4,Lindenweg 2/4, Hausen (Wied),,"stattliches Fachwerkhaus, um 1800, Erweiterung im 19. Jahrhundert",,50.549274,7.392817,
Muscheiderhof,Muscheiderhof, Hausen (Wied),,"Fachwerkhaus, eventuell noch aus dem 17. Jahrhundert, Erweiterung im 18. oder 19. Jahrhundert, Krüppelwalmdach; zweites Wohnhaus: Bruchsteinbau, Krüppelwalmdach, 18. oder 19. Jahrhundert; Gesamtanlage mit Wirtschaftsgebäuden",,50.543611,7.408056,
Bismarckstraße 19,Bismarckstraße 19, Hümmerich,,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.56814,7.49585,
Ortsbefestigung,Ortsbefestigung, Isenburg (Westerwald),,"„Schildpforte“ (oberhalb der Kirche) und „Alte Porz“ (Hintertal 1) mit Dachreiter und anschließendem Fachwerkhaus, im Kern aus dem 14. Jahrhundert",,,,
Hintertal 26,Hintertal 26, Isenburg (Westerwald),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.475928,7.589265,
Nippes 4,Nippes 4, Isenburg (Westerwald),,"ehemalige Schule; Krüppelwalmdachbau, Fachwerkgiebel, bezeichnet 1825",,50.477137,7.590351,
Nippes 9,Nippes 9, Isenburg (Westerwald),,"Katholische Pfarrkirche St. Katharina; dreischiffige neugotische Hallenkirche, 1862–68, spätmittelalterlicher Chor, 14. Jahrhundert",,50.477394,7.590913,
südwestlich der Ortslage im Wald oberhalb des Sayntals,südwestlich der Ortslage im Wald oberhalb des Sayntals, Isenburg (Westerwald),,Ruine der ehemaligen katholischen Kapelle Hausenborn, Umfassungsmauern des mittelalterlichen Schieferbruchstein-Saalbaus mit Sakristei,,,
Hödenbuschweg 40,Hödenbuschweg 40, Kasbach-Ohlenberg,,"Fachwerkhaus, 17. oder 18. Jahrhundert",,50.58185,7.26087,
In der Stehle 1,In der Stehle 1, Kasbach-Ohlenberg,,"sogenannte Collenburg; Massivbau mit Treppenturm, im Kern aus dem 17. Jahrhundert",,50.57991,7.25884,
In der Stehle 2,In der Stehle 2, Kasbach-Ohlenberg,,"dreiachsiger Mansardwalmdachbau, zweite Hälfte des 18. Jahrhunderts",,50.58049,7.25984,
Kasbachtalstraße,Kasbachtalstraße, Kasbach-Ohlenberg,,"Katholische Filialkirche St. Michael; kleiner neugotischer Saalbau, 1905/06",,50.584669,7.259811,
Kasbachtalstraße 9,Kasbachtalstraße 9, Kasbach-Ohlenberg,,"Dreiseithof, 18. Jahrhundert; Fachwerkhaus, Wirtschaftsgebäude",,50.5806,7.26057,
Kasbachtalstraße 12,Kasbachtalstraße 12, Kasbach-Ohlenberg,,"Fachwerkhaus, teilweise massiv, wohl aus dem 17. Jahrhundert, im 18. Jahrhundert verlängert",,50.5807,7.26044,
Kasbachtalstraße 13,Kasbachtalstraße 13, Kasbach-Ohlenberg,,"Fachwerkhaus, 17. Jahrhundert",,50.58106,7.26023,
Kasbachtalstraße 20,Kasbachtalstraße 20, Kasbach-Ohlenberg,,"Fachwerkhaus, teilweise verputzt, 17. oder 18. Jahrhundert",,50.58105,7.26061,
Kasbachtalstraße 38,Kasbachtalstraße 38, Kasbach-Ohlenberg,,"Fachwerkhaus, bezeichnet 1697, im 19. Jahrhundert verlängert",,50.58228,7.2613,
Kasbachtalstraße 46,Kasbachtalstraße 46, Kasbach-Ohlenberg,,"Fachwerkhaus, teilweise massiv, wohl aus dem 17. Jahrhundert",,50.58292,7.2618,
Hauptstraße,Hauptstraße, Kasbach-Ohlenberg,,"Katholische Pfarrkirche St. Nikolaus; Chor, zweite Hälfte des 13. Jahrhunderts, Turm aus dem 17. Jahrhundert, zweischiffige Pseudobasilika, Tuffstein, Architekt Ludwig Becker, Mainz; auf dem Friedhof Wegekreuz, bezeichnet 1695",,50.588301,7.280414,
Kapellenstraße,Kapellenstraße, Kasbach-Ohlenberg,,"Wegekapelle; Putzbau mit Dachreiter, zweite Hälfte des 19. Jahrhunderts",,50.587037,7.279389,
Unter-Erler-Straße 8,Unter-Erler-Straße 8, Kasbach-Ohlenberg,,"Fachwerkhaus mit Niederlass, teilweise massiv, 17. oder 18. Jahrhundert",,50.592712,7.291847,
südwestlich von Gartenstraße 2,südwestlich von Gartenstraße 2, Kasbach-Ohlenberg,,"Wegekreuz; Nischenkreuz, bezeichnet 1696",,50.585417,7.276886,
Alte Straße,Alte Straße, Kleinmaischeid,,"Wegekapelle; tonnengewölbter Putzbau, Passionsrelief, im Kern aus dem 18. Jahrhundert",,50.512098,7.610399,
Friedhofstraße 24,Friedhofstraße 24, Kleinmaischeid,,"Forsthaus, teilweise verschiefert, um 1910; Gesamtanlage mit Nebengebäude und hölzerner Torfahrt",,50.514214,7.611277,
Großmaischeider Straße,Großmaischeider Straße, Kleinmaischeid,,"gusseiserner Pumpbrunnen, zweite Hälfte des 19. Jahrhunderts",,50.510915,7.608323,
Großmaischeider Straße 29,Großmaischeider Straße 29, Kleinmaischeid,,"Quereinhaus, teilweise verkleidet, bezeichnet 1909, Fachwerk aus dem 18. Jahrhundert",,50.51083,7.60703,
Hauptstraße,Hauptstraße, Kleinmaischeid,,"Wegekreuz, 18. Jahrhundert",,50.515314,7.606547,
Denkmalzone Jüdischer Friedhof (südlich der Ortslage),Denkmalzone Jüdischer Friedhof (südlich der Ortslage), Leubsdorf (am Rhein),,"Waldgrundstück mit wenigen verstreuten Grabsteinen, wegen der frühen Gründung sehr bedeutend",,,,
Bachstraße 37,Bachstraße 37, Leubsdorf (am Rhein),,"kleines Fachwerkhaus, 18. Jahrhundert",,50.547428,7.290029,
Hauptstraße,Hauptstraße, Leubsdorf (am Rhein),,"Pumpbrunnen, Gusseisen, zweite Hälfte des 19. Jahrhunderts",,50.548172,7.296808,
Hauptstraße,Hauptstraße, Leubsdorf (am Rhein),,"Wegekreuz, barock, bezeichnet 1719",,50.548172,7.296808,
Hauptstraße,Hauptstraße, Leubsdorf (am Rhein),,"Wegekreuz, bezeichnet 1692",,50.548172,7.296808,
Hauptstraße 15,Hauptstraße 15, Leubsdorf (am Rhein),,"stattliches Fachwerkhaus, Mansarddach, um 1800",,50.54671,7.28903,
Hauptstraße 16/18,Hauptstraße 16/18, Leubsdorf (am Rhein),,"dreigeschossiger klassizistischer Walmdachbau, erste Hälfte des 19. Jahrhunderts",,50.546134,7.288084,
Hauptstraße 22,Hauptstraße 22, Leubsdorf (am Rhein),,"Burghaus; stattlicher dreigeschossiger spätgotischer Massivbau, polygonales Fachwerk-Ecktürmchen; daran eingeschossiges barockes Fachwerkhaus, Mansarddach",,50.546304,7.288552,
Hauptstraße 28,Hauptstraße 28, Leubsdorf (am Rhein),,"Fachwerkhaus, 16. Jahrhundert oder älter; Fachwerkquerbau, 18. Jahrhundert",,50.547356,7.290278,
Hauptstraße 52/54,Hauptstraße 52/54, Leubsdorf (am Rhein),,"Fachwerkhaus, teilweise verputzt, 17. oder 18. Jahrhundert",,50.547691,7.292025,
Hauptstraße 59,Hauptstraße 59, Leubsdorf (am Rhein),,"Fachwerkhaus, teilweise massiv, bezeichnet 1753, im Kern älter; rückwärtig Fachwerkanbau, 18. Jahrhundert",,50.547861,7.292085,
Hauptstraße 64,Hauptstraße 64, Leubsdorf (am Rhein),,"stattliches Fachwerkhaus, 17. oder 18. Jahrhundert",,50.54761,7.292968,
Hauptstraße 66,Hauptstraße 66, Leubsdorf (am Rhein),,"Fachwerkhaus mit Querbau, 18. Jahrhundert",,50.547619,7.293028,
Hauptstraße 73,Hauptstraße 73, Leubsdorf (am Rhein),,"winkelförmiges Fachwerkhaus, teilweise massiv, 17. oder 18. Jahrhundert; Fachwerkquerbau, teilweise verputzt, bezeichnet 1749",,50.547795,7.292567,
Hauptstraße 99,Hauptstraße 99, Leubsdorf (am Rhein),,"ehemalige Mühle; Fachwerkbau, teilweise massiv, 18. Jahrhundert",,50.548115,7.294296,
Hauptstraße 126,Hauptstraße 126, Leubsdorf (am Rhein),,"Fachwerkhaus, 18. Jahrhundert, Fachwerk-Nebengebäude, teilweise massiv, 18. Jahrhundert",,50.5482,7.29649,
Im Alten Hahn,Im Alten Hahn, Leubsdorf (am Rhein),,"Wegekreuz, barock, bezeichnet 1691",,50.543724,7.289301,
Im Alten Hahn 3,Im Alten Hahn 3, Leubsdorf (am Rhein),,"kleiner Winkelhof; Fachwerkhaus, teilweise verputzt, eventuell noch aus dem 17. Jahrhundert, Fachwerkscheune, 18. Jahrhundert",,50.546016,7.288791,
Kirchstraße,Kirchstraße, Leubsdorf (am Rhein),,"Katholische Pfarrkirche St. Walburga; neugotische Basilika, 1905/06, Westturm aus der zeiten Hälfte des 13. Jahrhunderts",,50.547015,7.288422,
Kreuzstraße,Kreuzstraße, Leubsdorf (am Rhein),,"Wegekreuz, bezeichnet 1671",,50.543981,7.290251,
Kreuzstraße 6,Kreuzstraße 6, Leubsdorf (am Rhein),,"Fachwerkhaus, 17. oder 18. Jahrhundert",,50.54602,7.28913,
südöstlich der Ortslage,südöstlich der Ortslage, Leubsdorf (am Rhein),,Hubertushof,,,,
Dorfstraße 29a,Dorfstraße 29a, Leubsdorf (am Rhein),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.55848,7.3585,
Krumscheid 177,Krumscheid 177, Leubsdorf (am Rhein),,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.561179,7.373573,
"Denkmalzone Rheinstraße 10–19, August Bungert-Allee 6–11, Kleine Fährgasse 2","Denkmalzone Rheinstraße 10–19, August Bungert-Allee 6–11, Kleine Fährgasse 2", Leutesdorf,,"an der Rheinfront nahezu lückenlose Folge historischer Wohnbauten beiderseits des ehemaligen Zolltors, nördlich des Tores in dichter Reihung, südlich eher aufgelockert",,50.44839,7.38852,
Ortsbefestigung,Ortsbefestigung, Leutesdorf,,"August-Bungert-Allee 11: ehemaliges Zolltor, bezeichnet 1522; Krautsgasse: Turmstumpf an der sogenannten Marienburg",,50.453223,7.382651,
Allergasse 2,Allergasse 2, Leutesdorf,,"Krüppelwalmdachbau, bezeichnet 1563, Hoftor bezeichnet 1574",,50.450822,7.384223,
Allergasse 3,Allergasse 3, Leutesdorf,,"Fachwerkhaus, teilweise massiv, bezeichnet 1567",,50.45067,7.38426,
August-Bungert-Allee 5,August-Bungert-Allee 5, Leutesdorf,,"ehemaliger Bahnhof; spätklassizistischer Typenbau, um 1870",,50.44766,7.39187,
August-Bungert-Allee 6,August-Bungert-Allee 6, Leutesdorf,,"sogenanntes Bungert-Haus; villenartiges Wohnhaus, heutiges Erscheinungsbild von 1911/12, Umbau durch den Kölner Dombaumeister Karl Schauppmeyer",,50.44741,7.39125,
August-Bungert-Allee 7,August-Bungert-Allee 7, Leutesdorf,,"sogenannte Löwenburg; siebenachsiger barocker Mansarddachbau, bezeichnet 1780, um 1900 um dreigeschossigen Torbau und langgestreckten, barockisierenden Wohnflügel verlängert",,50.44762,7.39049,
August-Bungert-Allee 8,August-Bungert-Allee 8, Leutesdorf,,"repräsentativer barocker Mansarddachbau, bezeichnet 1770, Torbogen bezeichnet 1777",,50.44766,7.39041,
August-Bungert-Allee 9,August-Bungert-Allee 9, Leutesdorf,,"sogenannter Leyscher Hof; Walmdachbau, im Kern 1683 (bezeichnet), im 19. Jahrhundert klassizistisch überformt und erhöht",,50.44794,7.38974,
August-Bungert-Allee 10,August-Bungert-Allee 10, Leutesdorf,,"Wohnhaus, dreigeschossiger Massivbau, teilweise Zierfachwerk, um 1700, Fassade in der Mitte des 19. Jahrhunderts klassizistisch überformt",,50.44794,7.38963,
August-Bungert-Allee 11,August-Bungert-Allee 11, Leutesdorf,,"ehemaliges Zolltor; südliche Begrenzung der einstigen Ortsbefestigung; Torhaus, bezeichnet 1533, anschließender Rundturm, 1690 mit Haube versehen",,50.44806,7.38928,
Brandgasse 3,Brandgasse 3, Leutesdorf,,"Wohnhaus, fünfachsiger dreigeschossiger klassizistischer Putzbau, Mitte des 19. Jahrhunderts",,50.45143,7.3828,
Drosselgasse,Drosselgasse, Leutesdorf,,"ehemalige Alte Brennerei, Backsteinbau mit quadratischem Schlot, um 1880-90",,50.450421,7.386881,
Große Fischgasse 6,Große Fischgasse 6, Leutesdorf,,"zweiflügliges Fachwerkhaus, teilweise massiv, bezeichnet 1657",,50.44897,7.38872,
Große Fischgasse 23,Große Fischgasse 23, Leutesdorf,,"Fachwerkhaus, teilweise massiv, bezeichnet 1593 und 1804",,50.44916,7.38816,
Hauptstraße,Hauptstraße, Leutesdorf,,"Katholische Pfarrkirche St. Laurentius; romanischer Turm, um 1200, Chorraum 15. Jahrhundert, Schiff 1728–30; auf dem Kirchhof Kapelle mit Kielbogendach, 18. Jahrhundert oder älter",,50.453487,7.383811,
Hauptstraße,Hauptstraße, Leutesdorf,,"romanischer Basalttorbogen des ehemaligen Burghauses bzw. des Klosterhofes des Augustiner-Chorfrauen-Klosters St. Barbara, Koblenz; Relief einer Kreuzwegstation, 18. Jahrhundert",,50.453487,7.383811,
Hauptstraße,Hauptstraße, Leutesdorf,,"Wegekapelle, tonnengewölbter Putzbau, 19. Jahrhundert",,50.453487,7.383811,
Hauptstraße 20,Hauptstraße 20, Leutesdorf,,"repräsentatives Wohnhaus eines Weinguts, barockisierende Fassade, Ende des 19. Jahrhunderts",,50.450462,7.388126,
"(neben) Hauptstraße 121, gegenüber der Kreuzkirche","(neben) Hauptstraße 121, gegenüber der Kreuzkirche", Leutesdorf,,"Ölbergkapelle, welsches Dach, 1684, Kurtriererischer Hofbaumeister Johann Christoph Sebastiani (?)",,50.453223,7.382651,
Hintergasse 1,Hintergasse 1, Leutesdorf,,"Putzbau, im Kern eventuell mittelalterlich",,50.45176,7.38136,
Hintergasse 3,Hintergasse 3, Leutesdorf,,"Fachwerkhaus, teilweise massiv, bezeichnet 1602",,50.45193,7.38158,
Hintergasse 5,Hintergasse 5, Leutesdorf,,"Fachwerkhaus, teilweise massiv, 15. oder 16. Jahrhundert",,50.45204,7.3814,
Hintergasse 11,Hintergasse 11, Leutesdorf,,"sogenanntes Spitzhaus; Fachwerkhaus, teilweise massiv, verputzt, wohl aus dem 16. oder 17. Jahrhundert",,50.45247,7.38207,
In der Betz,In der Betz, Leutesdorf,,"sogenanntes Siechenkreuz, 1643; kleine Grab- oder Wegekreuze, 17. und 18. Jahrhundert",,50.454392,7.377375,
Kirchstraße,Kirchstraße, Leutesdorf,,"Katholische Kreuzkirche, gotisierender Saalbau, Krypta, 1646–80, Westfront 1662",,50.452015,7.384556,
Kirchstraße 2,Kirchstraße 2, Leutesdorf,,"sogenannter Fronhof; Bruchsteinscheune 1550, Wohnhaus 1776 verändert",,50.45093,7.38327,
Kirchstraße 4,Kirchstraße 4, Leutesdorf,,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert",,50.45114,7.38336,
Kirchstraße 8,Kirchstraße 8, Leutesdorf,,"stattliches Zeilenwohnhaus, um 1800 (?)",,50.451338,7.383628,
Kirchstraße 11/13,Kirchstraße 11/13, Leutesdorf,,"massiver Putzbau, im Kern eventuell aus dem 17. Jahrhundert, im 18. und 19. Jahrhundert überformt",,50.45139,7.383382,
"Kirchstraße 26a, Ölbergstraße 17","Kirchstraße 26a, Ölbergstraße 17", Leutesdorf,,"sogenannter Nonnenhof, ehemaliger Hof des Nonnenklosters St. Thomas bei Andernach; Dreiflügelanlage, teilweise Fachwerk, Hofhaus angeblich von 1780",,50.453223,7.382651,
Kleine Fischgasse 2,Kleine Fischgasse 2, Leutesdorf,,"stattliches Fachwerkhaus, teilweise massiv, 15. Jahrhundert, zweizoniger Anbau, um 1600",,50.44894,7.38818,
Krautsgasse 1–3,Krautsgasse 1–3, Leutesdorf,,"sogenannte Marienburg, ehemaliges Hofgut der Abtei St. Marien zu Herford; stattlicher Barockbau; Gesamtanlage mit Park, sogenanntem Pächterhäuschen, 1794, und Wirtschaftsgebäude, um 1900",,50.451844,7.383693,
Krautsgasse 17,Krautsgasse 17, Leutesdorf,,"Hofanlage; Fachwerkhaus, teilweise massiv, 15. Jahrhundert, Wirtschaftsgebäude, teilweise Fachwerk, Hofmauer mit steinernem Torbogen",,50.45272,7.38207,
Neuer Weg 7,Neuer Weg 7, Leutesdorf,,"ehemalige Umspannzentrale; neuklassizistischer Putzbau, Giebelrelief, um 1920/30",,50.452909,7.386267,
Rheinstraße 13,Rheinstraße 13, Leutesdorf,,"Mansarddachbau, Fachwerkzwerchhaus",,50.44819,7.38912,
Rheinstraße 14,Rheinstraße 14, Leutesdorf,,"fünfachsiges Wohn- und Gasthaus; Mansarddachbau, bezeichnet 1794",,50.44831,7.38903,
Rheinstraße 15,Rheinstraße 15, Leutesdorf,,"dreigeschossiges Fachwerkhaus, 17. Jahrhundert, massives Erdgeschoss aus dem 18. oder 19. Jahrhundert",,50.4482,7.38886,
Rheinstraße 18,Rheinstraße 18, Leutesdorf,,"Wohnhaus; massives Erdgeschoss, bezeichnet 1698, Zierfachwerk des 17. Jahrhunderts",,50.44838,7.38867,
Rheinstraße 19,Rheinstraße 19, Leutesdorf,,"Wohnhaus; Zierfachwerk aus dem 16. Jahrhundert, massive Erneuerung, Putz- und verschieferte Partien bezeichnet 1698",,50.44846,7.3885,
Rheinstraße 20,Rheinstraße 20, Leutesdorf,,"zweigiebliges Wohnhaus, teilweise verschiefert, Fachwerk wohl aus dem 16. oder 17. Jahrhundert",,50.44891,7.38763,
Rheinstraße 21,Rheinstraße 21, Leutesdorf,,"Gasthaus „Kurtrierischer Hof“; Mansarddachbau, um 1800 (?)",,50.44916,7.38727,
Rheinstraße 22,Rheinstraße 22, Leutesdorf,,"dreiachsiges Wohnhaus, Zwerchhaus mit Schweifgiebel, 17. Jahrhundert",,50.44925,7.38701,
Vordergasse 2,Vordergasse 2, Leutesdorf,,"Wohnhaus oder ehemaliger Streckhof; Fachwerkhaus, teilweise massiv, 16. Jahrhundert",,50.45216,7.38154,
Vordergasse 3,Vordergasse 3, Leutesdorf,,"Fachwerkhaus, teilweise massiv, wohl noch aus dem 15. Jahrhundert, Hoftor bezeichnet 1603",,50.45216,7.38114,
Vordergasse 5,Vordergasse 5, Leutesdorf,,"Hoftor, Basalt, bezeichnet 1603",,50.4522,7.38126,
Vordergasse 6,Vordergasse 6, Leutesdorf,,"Fachwerkhaus, teilweise massiv, bezeichnet 1659",,50.45247,7.38155,
Vordergasse 9,Vordergasse 9, Leutesdorf,,"Fachwerkhaus, teilweise massiv, bezeichnet 1659, kleiner, wohl etwas jüngerer Anbau",,50.45263,7.38166,
Zehnthofstraße 5,Zehnthofstraße 5, Leutesdorf,,"ehemaliger kurtrierischer Zehnthof; winkelförmige Anlage, 1618, im 19. Jahrhundert teilweise überformt; rheinseitige Stützmauer, 16. Jahrhundert",,50.450318,7.385255,
Zehnthofstraße 16a,Zehnthofstraße 16a, Leutesdorf,,"Fachwerkhaus, teilweise massiv, 16. Jahrhundert",,50.45093,7.38461,
Zehnthofstraße 17,Zehnthofstraße 17, Leutesdorf,,"Fachwerkhaus, teilweise massiv, um 1700",,50.451173,7.383615,
